発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,ハード・メモリ
1992-02-28,-,4,ETC,UPL,麻雀覇王伝カイザーズクエスト,"￥7,200","￥7,000代",0,1
1992-03-06,-,4,SHT,メディアリング,トイレキッズ,"￥6,900","￥7,000代",0,1
1992-03-13,-,4,ETC,ココナッツジャパン,パチ夫君十番勝負,"￥7,900","￥8,000代",0,1
1992-03-13,-,3,SHT,タイトー,極楽!中華大仙,"￥6,800","￥7,000代",0,1
1992-04-03,-,4,SPT,ナグザット,熱血高校ドッジボール部PCサッカー編,"￥6,900","￥7,000代",0,1
1992-04-07,-,4,ACT,ナムコ,源平討魔伝巻の弐,"￥6,800","￥7,000代",0,1
1992-06-05,-,4,ACT,ナムコ,ドルアーガの塔,"￥6,800","￥7,000代",0,1
1992-06-26,-,4,ACT,ハドソン,高橋名人の新冒険島(Vol.49),"￥6,500","￥6,500代",0,1
1992-07-10,-,4,SHT,ハドソン,ソルジャーブレイド(Vol.50),"￥6,500","￥6,500代",0,1
1992-07-24,-,4,SHT,タイトー,TATSUJINタツジン,"￥7,200","￥7,000代",0,1
1992-07-24,-,2,ETC,ビクター音楽産業,ストラテゴ,"￥6,900","￥7,000代",0,1
1992-08-07,-,5,SPT,ハドソン,パワーリーグ5(Vol.51),"￥6,800","￥7,000代",0,1
1992-09-25,-,4,SPT,ハドソン,炎の闘球児ドッジ弾平(Vol.52),"￥6,500","￥6,500代",0,1
1992-10-02,31,4,ACT,アイレム,激写ボーイ(Vol.7),"￥7,000","￥7,000代",0,1
1992-10-10,-,4,SPT,ハドソン,パワースポーツ(Vol.53),"￥6,500","￥6,500代",0,1
1992-11-13,-,6,SPT,ヒューマン,ファイアープロレスリング3レジェンドバウト,"￥7,900","￥8,000代",0,1
1992-11-20,-,4,SHT,ハドソン,PC電人(Vol.54),"￥6,500","￥6,500代",0,1
1992-11-27,-,4,SHT,ニチブツ,テラクレスタIIマンドラーの逆襲,"￥6,900","￥7,000代",0,1
1992-12-04,-,4,RPG,ハドソン,桃太郎伝説外伝第一集(Vol.55),"￥6,500","￥6,500代",0,1
1992-12-11,-,4,ACT,ハドソン,ボンバーマン'93(Vol.56),"￥6,500","￥6,500代",0,1
1992-12-18,-,4,RAC,ニチブツ,F1サーカス'92,"￥7,400","￥7,500代",0,1
1993-02-10,-,2,A-PUZ,ハドソン,バトルロードランナー(Vol.57),"￥5,800","￥6,000代",0,1
1993-02-19,-,2,SPT,ナグザット,つっぱり大相撲平成版,"￥6,300","￥6,500代",0,1
1993-03-02,-,6,ACT,ハドソン,PC原人3(Vol.58),"￥7,200","￥7,000代",0,1
1993-04-29,-,3,SPT,ビクター音楽産業,TVスポーツアイスホッケー,"￥7,200","￥7,000代",0,1
1993-04-29,-,4,SPT,ビクター音楽産業,TVスポーツバスケットボール,"￥7,200","￥7,000代",0,1
1993-05-14,-,4,SPT,ニチブツ,Jリーググレイテストイレブン,"￥7,400","￥7,500代",0,1
1993-06-12,34,9,ACT,NEC-HE,ストリートファイターII',"￥9,800","￥10,000代",0,1
1993-06-25,-,4,SPT,ハドソン,パワーテニス(Vol.59),"￥6,500","￥6,500代",0,1
1993-10-15,-,5,SPT,ハドソン,パワーリーグ'93(Vol.60),"￥6,800","￥7,000代",0,1
1993-12-10,-,6,ACT,ハドソン,ボンバーマン'94(Vol.61),"￥6,800","￥7,000代",0,1
1994-01-15,-,4,SPT,ヒューマン,フォーメーションサッカーオンJリーグ,"￥6,500","￥6,500代",0,1
1994-03-12,-,7,RAM,NEC-HE,アーケードカードDUO,"￥12,800","￥13,000代",0,1
1994-03-12,-,8,RAM,NEC-HE,アーケードカードPRO,"￥17,800","￥18,000代",0,1
1994-12-16,-,4,ETC,NEC-HE,21エモンめざせホテル王,"￥6,800","￥7,000代",0,1
1988-01-01,-,2,SPT,ハドソン,パワーリーグオールスターゴールドヒューカード,非売品,非売品,0,1
1989-01-01,-,3,SHT,ハドソン,ガンヘッドスペシャルバージョン,非売品,非売品,0,1
1990-03-16,-,5,SHT,NECアベニュー,ダライアスα,非売品,非売品,0,1
1990-01-01,-,2,ACT,ハドソン,ボンバーマンユーザーズバトル,非売品,非売品,0,1
1990-01-01,-,4,SHT,ハドソン,スーパースターソルジャースペシャルバージョン,非売品,非売品,0,1
1991-01-01,-,4,SHT,ハドソン,ファイナルソルジャースペシャルバージョン,非売品,非売品,0,1
1992-01-01,-,4,SHT,ハドソン,ソルジャーブレイドスペシャルバージョン,非売品,非売品,0,1
1992-01-01,-,4,ACT,ハドソン,ボンバーマン'93スペシャルバージョン,非売品,非売品,0,1
1993-01-01,-,5,ACT,ハドソン,PC原人3体験版,非売品,非売品,0,1
1991-12-26,-,4,ETC,GamesExpress,アイドル花札ファンクラブ,"￥8,900","￥9,000代",0,1
1992-04-16,-,4,ETC,GamesExpress,究極麻雀アイドルグラフィック,"￥8,900","￥9,000代",0,1
1992-07-13,-,6,RPG,GamesExpress,レディソード-略奪された10人の乙女-,"￥9,800","￥10,000代",0,1
1992-09-14,-,4,ETC,GamesExpress,PCパチスロアイドルギャンブラー,"￥8,900","￥9,000代",0,1
1992-12-24,-,4,ETC,GamesExpress,AVポーカーワールドギャンブラー,"￥8,900","￥9,000代",0,1
1993-02-23,-,4,RPG,GamesExpress,ボディコンクエストII,"￥8,900","￥9,000代",0,1
1993-10-08,-,4,ETC,GamesExpress,究極麻雀2スーパーアイドルグラフィック,"￥8,900","￥9,000代",0,1
1993-01-01,-,10,ETC,GamesExpress,HACKERCDCARDGAMESEXPRESSCDCARD1993,非売品,非売品,0,1
1994-03-26,-,6,ACT,GamesExpress,ストリップファイターII,"￥9,800","￥10,000代",0,1
1994-05-13,-,6,ETC,GamesExpress,クイズ投稿写真,"￥9,800","￥10,000代",0,1
1988-12-04,-,11,ACT,ハドソンNEC,ファイティング・ストリート💿,調査中,調査中,0,2
1988-12-04,-,11,ADV,ハドソン,No・Ri・Ko💿,調査中,調査中,0,2
1988-12-23,-,11,他,ハドソン,ビックリマン大事界💿,調査中,調査中,0,2
1989-03-31,-,11,ADV,ハドソン,コブラ黒竜王の伝説💿,調査中,調査中,0,2
1989-06-23,-,11,ACT,日本テレネット、NEC,ヴァリスII💿,調査中,調査中,0,2
1989-06-30,30,11,RPG,ハドソン,天外魔境ZIRIA💿,調査中,調査中,0,2
1989-08-31,33,11,SHT,ハドソンNEC,ワンダーボーイIIIモンスター・レアーMonsterLair💿,"￥6,090","￥6,000代",0,2
1989-09-14,-,11,SPT,日本テレネット,SUPERアルバトロス💿,調査中,調査中,0,2
1989-09-22,-,11,ACT,NECアベニュー,獣王記💿,調査中,調査中,0,2
1989-10-27,-,11,ADV,ビクター音楽産業,鏡の国のレジェンド💿,調査中,調査中,0,2
1989-10-27,-,11,他,NECアベニュー,ROM2KARAOKEVOLUME1💿,調査中,調査中,0,2
1989-10-27,-,11,他,NECアベニュー,ROM2KARAOKEVOLUME2💿,調査中,調査中,0,2
1989-11-24,30,11,TBL,ハドソン,ぎゅわんぶらあ自己中心派激闘36雀士💿,調査中,調査中,0,2
1989-12-15,-,11,SHT,NECアベニュー,サイドアーム・スペシャル💿,調査中,調査中,0,2
1989-12-20,-,11,他,NECアベニュー,ROM2KARAOKEVOLUME3💿,調査中,調査中,0,2
1989-12-21,35,11,ARPG,ハドソンNEC,イースI・II💿,"￥8,190","￥8,000代",0,2
1989-12-22,-,11,SPT,メサイヤ,ROMROMスタジアム💿,調査中,調査中,0,2
1990-11-01,-,11,ACT,日本テレネット,レッド・アラートLastAlert💿,調査中,調査中,0,2
1990-01-19,-,11,他,NECアベニュー,ROM2KARAOKEVOLUME4💿,調査中,調査中,0,2
1990-02-23,-,11,ADV,ナグザット,西村京太郎ミステリー北斗星の女💿,調査中,調査中,0,2
1990-03-10,-,11,ACT,日本テレネット,ゴールデンアックス💿,調査中,調査中,0,2
1990-03-16,31,11,SHT,NECアベニュー,スーパーダライアス💿,調査中,調査中,0,2
1990-03-23,-,11,ACT,日本テレネットNEC,ファイナルゾーンII💿,調査中,調査中,0,2
1990-03-30,-,11,ADV,パック・イン・ビデオ,カルメン・サンディエゴを追え!世界編💿,調査中,調査中,0,2
1990-03-30,-,11,RPG,日本テレネット,コズミック・ファンタジー冒険少年ユウ💿,調査中,調査中,0,2
1990-03-30,-,11,他,ビクター音楽産業,ROM2カラオケVol.1すてきにスタンダード💿,調査中,調査中,0,2
1990-03-30,-,11,他,ビクター音楽産業,ROM2カラオケVol.2なっとくアイドル💿,調査中,調査中,0,2
1990-04-06,-,11,他,ビクター音楽産業,ROM2カラオケVol.3やっぱしバンド💿,調査中,調査中,0,2
1990-04-06,-,11,他,ビクター音楽産業,ROM2カラオケVol.4ちょいとおとな!?💿,調査中,調査中,0,2
1990-04-06,-,11,他,ビクター音楽産業,ROM2カラオケVol.5カラオケ幕の内💿,調査中,調査中,0,2
1990-04-13,-,11,PZL,ハドソン,上海II💿,調査中,調査中,0,2
1990-04-23,-,11,他,NECアベニュー,ROM2KARAOKEVOLUME5💿,調査中,調査中,0,2
1990-04-27,-,11,SLG,マイクロキャビン,スーパー大戦略💿,調査中,調査中,0,2
1990-04-27,-,11,RPG,日本テレネット,デス・ブリンガー💿,調査中,調査中,0,2
1990-06-15,-,11,他,ビクター音楽産業,ウルトラボックス創刊号💿,調査中,調査中,0,2
1990-06-29,30,11,ADV,ハドソン,うる星やつらSTAYWITHYOU💿,"￥6,825","￥7,000代",0,2
1990-06-29,-,11,RPG,メサイヤ,ソル・ビアンカ💿,調査中,調査中,0,2
1990-07-06,-,11,ADV,日本テレネット,迷宮のエルフィーネ💿,調査中,調査中,0,2
1990-08-24,-,11,他,ビクター音楽産業NEC,マジカルサウルスツアーMagicalDinosaurTour💿,調査中,調査中,0,2
1990-08-31,-,11,RPG,ブレイングレイ,ラスト・ハルマゲドン💿,調査中,調査中,0,2
1990-09-07,-,11,ACT,日本テレネットNEC,ヴァリスIII💿,調査中,調査中,0,2
1990-09-14,-,11,ADV,ハドソン,みつばち学園💿,調査中,調査中,0,2
1990-09-21,-,11,SHT,日本テレネット,レギオン💿,調査中,調査中,0,2
1990-09-28,-,11,他,ビクター音楽産業,ウルトラボックス第2号💿,調査中,調査中,0,2
1990-10-05,-,11,SPT,インテック,ザ・プロ野球💿,調査中,調査中,0,2
1990-10-09,-,11,TBL,日本テレネット,雀偵物語💿,調査中,調査中,0,2
1990-11-02,-,11,RCG,日本テレネット,デコボコ伝説走るワガマンマー💿,調査中,調査中,0,2
1990-11-23,-,11,ADV,ハドソンNEC,J.B.ハロルドシリーズマーダークラブ💿,調査中,調査中,0,2
1990-12-07,-,11,SHT,日本テレネット,アヴェンジャー💿,調査中,調査中,0,2
1990-12-07,-,11,ACT,メサイヤ,らんま1/2💿,調査中,調査中,0,2
1990-12-20,-,11,SLG,ヒューマンCRWorking Designs,バスティール💿,調査中,調査中,0,2
1990-12-28,-,11,他,ビクター音楽産業,ウルトラボックス第3号💿,調査中,調査中,0,2
1991-01-25,-,11,SLG,パック・イン・ビデオ,ガルクライトTDF2💿,調査中,調査中,0,2
1991-02-15,-,11,QUIZ,NECアベニュー,クイズアベニュー💿,調査中,調査中,0,2
1991-02-15,-,11,SLG,マイクロキャビン,マスターオブモンスターズ💿,調査中,調査中,0,2
1991-03-15,-,11,ADV,メサイヤ,CYBERCITYOEDO808獣の属性💿,調査中,調査中,0,2
1991-03-22,-,11,ARPG,ハドソンNEC,イースIII💿,調査中,調査中,0,2
1991-03-22,-,11,RPG,工画堂スタジオ,魔晶伝紀ラ・ヴァルー💿,調査中,調査中,0,2
1991-03-22,33,11,ADV,サン電子,マンホール💿,"￥6,825","￥7,000代",0,2
1991-03-22,-,11,RCG,パック・イン・ビデオ,ロードスピリッツ💿,調査中,調査中,0,2
1991-03-29,-,11,ARPG,日本テレネットNEC,エグザイル時の狭間へ💿,調査中,調査中,0,2
1991-03-29,-,11,SLG,ナグザット,三国志英傑天下に臨む💿,調査中,調査中,0,2
1991-03-29,-,11,SHT,NECアベニュー,ダウンロード2💿,調査中,調査中,0,2
1991-04-05,-,11,RPG,日本テレネットWorking Designs,コズミックファンタジー2冒険少年バンCosmicFantasy2💿,調査中,調査中,0,2
1991-04-05,-,11,SHT,メサイヤ,エルディス💿,調査中,調査中,0,2
1991-04-05,-,11,QUIZ,アトラス,クイズまるごとTheワールド💿,調査中,調査中,0,2
1991-04-12,-,11,SLG,日本テレネット,ハイグレネーダー💿,調査中,調査中,0,2
1991-04-12,-,11,SHT,NECアベニュー,ヘルファイアーS💿,調査中,調査中,0,2
1991-04-19,-,11,TBL,ココナッツジャパン,パチ夫くん幻の伝説💿,調査中,調査中,0,2
1991-05-24,-,11,他,ビクター音楽産業,ウルトラボックス第4号💿,調査中,調査中,0,2
1991-05-31,-,11,ACT,ハドソンTTI,ポンピングワールドBusterBros.💿,調査中,調査中,0,2
1991-06-07,-,11,ADV,ハドソン,コブラII伝説の男💿,調査中,調査中,0,2
1991-06-07,-,11,SHT,データウエスト,ライザンバーII💿,調査中,調査中,0,2
1991-06-21,-,11,RPG,IGS,魔笛伝説アストラリウス💿,調査中,調査中,0,2
1991-06-28,-,11,PZL,NECアベニューTTI,スプラッシュレイク💿,調査中,調査中,0,2
1991-06-28,-,11,SLG,インテック,戦国関東三国志💿,調査中,調査中,0,2
1991-07-12,-,11,SHT,ナグザット,精霊戦士スプリガン💿,調査中,調査中,0,2
1991-07-26,30,11,ADV,ビクター音楽産業NEC,シャーロック・ホームズの探偵講座💿,"￥8,610","￥8,500代",0,2
1991-07-26,-,11,SHT,NECアベニュー,大旋風カスタム💿,調査中,調査中,0,2
1991-08-09,-,11,RPG,リバーヒルソフト,BURAI八玉の勇士伝説💿,調査中,調査中,0,2
1991-08-23,-,11,ACT,日本テレネット,ヴァリスIV💿,調査中,調査中,0,2
1991-08-30,30,11,RPG,ハドソン,聖竜伝説モンビット💿,"￥7,140","￥7,000代",0,2
1991-09-27,-,11,他,ビクター音楽産業,ウルトラボックス第5号💿,調査中,調査中,0,2
1991-10-11,-,11,QUIZ,NECアベニュー,クイズアベニューII💿,調査中,調査中,0,2
1991-10-25,-,11,TBL,日本物産,まーじゃんバニラシンドローム💿,調査中,調査中,0,2
1991-11-29,-,11,SLG,システムソフト,ロードオブウォーズ💿,調査中,調査中,0,2
1991-12-06,-,11,SLG,工画堂スタジオ,スーパーシュヴァルツシルト💿,調査中,調査中,0,2
1991-12-06,-,11,ADV,メサイヤ,らんま1/2とらわれの花嫁💿,調査中,調査中,0,2
1991-12-13,-,11,ARPG,ブレイングレイ,エフェラアンドジリオラジ・エンブレムフロムダークネス💿,調査中,調査中,0,2
1991-12-13,-,11,SLG,インテック,太平記💿,調査中,調査中,0,2
1991-12-13,-,11,ACT,パック・イン・ビデオ,秘宝伝説クリスの冒険💿,調査中,調査中,0,2
1991-12-20,-,11,TBL,日本テレネット,なりトレザ・スゴロク'92💿,調査中,調査中,0,2
1991-12-27,-,11,SLG,タイトー,斬陽炎の時代💿,調査中,調査中,0,2
1992-01-24,-,11,RPG,NECアベニュー,マイト・アンド・マジック💿,調査中,調査中,0,2
1992-01-31,-,11,他,ビクター音楽産業,ウルトラボックス第6号💿,調査中,調査中,0,2
1992-02-21,-,11,QUIZ,IGS,IQPANIC💿,調査中,調査中,0,2
1992-02-28,-,11,ACT,メサイヤ,改造町人シュビビンマン3-異界のプリンセス💿,調査中,調査中,0,2
1992-02-28,-,11,PZL,タイトー,ぎゅわんぶらあ自己中心派麻雀パズルコレクション💿,調査中,調査中,0,2
1992-02-28,-,11,TBL,アトラス,雀偵物語2宇宙探偵ディバン/出動編💿,調査中,調査中,0,2
1992-03-13,-,11,SLG,ビクター音楽産業NEC,ライジングサンLordsoftheRisingSun💿,調査中,調査中,0,2
1992-03-13,-,11,ADV,メサイヤ,魔物ハンター妖子魔界からの転校生💿,調査中,調査中,0,2
1992-03-20,-,11,PZL,パック・イン・ビデオ,マインスウィーパー💿,調査中,調査中,0,2
1992-03-27,-,11,RPG,パック・イン・ビデオ,川のぬし釣り自然派💿,調査中,調査中,0,2
1992-03-27,-,11,QUIZ,アトラス,クイズまるごとTheワールド2タイムマシンにおねがい!💿,調査中,調査中,0,2
1992-04-24,-,11,TBL,アトラス,雀偵物語2宇宙探偵ディバン/完結編💿,調査中,調査中,0,2
1992-07-10,-,11,TBL,ココナッツジャパン,カラーウォーズ💿,調査中,調査中,0,2
1992-07-17,-,11,SHT,ナグザット,サマーカーニバル'92アルザディック💿,調査中,調査中,0,2
1992-07-17,-,11,RPG,ハドソン,ロードス島戦記💿,調査中,調査中,0,2
1992-09-18,-,11,SHT,ナグザット,ゼロウィング💿,調査中,調査中,0,2
1992-10-02,-,11,PZL,ナグザット,スターモビール💿,調査中,調査中,0,2
1992-10-10,-,11,QUIZ,ハドソン,クイズ殿様の野望💿,調査中,調査中,0,2
1992-11-20,-,11,SLG,ナグザット,横山光輝真・三国志💿,調査中,調査中,0,2
1992-12-18,-,11,PZL,アスク講談社,上海IIIドラゴンズアイ💿,調査中,調査中,0,2
1993-02-12,-,11,他,日本テレネット,コズミック・ファンタジービジュアル集💿,調査中,調査中,0,2
1993-02-19,-,11,他,日本テレネット,ヴァリスビジュアル集💿,調査中,調査中,0,2
1993-02-26,-,11,ARPG,タイトー,幻蒼大陸オーレリア💿,調査中,調査中,0,2
1993-05-28,-,11,ADV,ビクター音楽産業TTI,シャーロック・ホームズの探偵講座IISherlockHolmes:ConsultingDetectiveVol.II💿,調査中,調査中,0,2
1993-05-28,-,11,QUIZ,ハドソン,クイズキャラバンカルトQ💿,調査中,調査中,0,2
1993-06-30,-,11,ACT,NECアベニュー,レインボーアイランド💿,調査中,調査中,0,2
1991-10-25,-,11,RPG,ハドソンTTI,ドラゴンスレイヤー英雄伝説💿,調査中,調査中,0,3
1991-10-25,31,11,RPG,日本テレネット,天使の詩💿,"￥7,770","￥8,000代",0,3
1991-10-25,-,11,SLG,ハドソン,ポピュラスザ・プロミストランド💿,調査中,調査中,0,3
1991-11-08,-,11,ACT,リバーヒルソフトTTI,プリンス・オブ・ペルシャ💿,調査中,調査中,0,3
1991-11-29,-,11,SLG,日本テレネット,レディファントム💿,調査中,調査中,0,3
1991-12-20,-,11,SHT,アイレム,R-TYPECompleteCD💿,調査中,調査中,0,3
1991-12-20,-,11,SPT,ナグザット,熱血高校ドッジボール部CDサッカー編💿,調査中,調査中,0,3
1992-02-07,-,11,SHT,日本テレネット,ブロウニング💿,調査中,調査中,0,3
1992-02-21,-,11,SHT,ハドソンTTI,ゲートオブサンダー💿,調査中,調査中,0,3
1992-02-28,-,11,SPT,ヒューマン,ヒューマンスポーツフェスティバル💿,調査中,調査中,0,3
1992-02-28,-,11,ACT,日本テレネット,未来少年コナン💿,調査中,調査中,0,3
1992-03-06,-,11,ADV,ナグザット,山村美紗サスペンス金盞花京絵皿殺人事件💿,調査中,調査中,0,3
1992-03-13,-,11,SHT,パック・イン・ビデオ,HAWKF-123💿,調査中,調査中,0,3
1992-03-19,-,11,SHT,日本テレネット,サイキック・ストーム💿,調査中,調査中,0,3
1992-03-19,-,11,ACT,日本テレネット,夢幻戦士ヴァリス💿,調査中,調査中,0,3
1992-03-26,32,11,RPG,ハドソン,天外魔境II卍MARU💿,"￥8,190","￥8,000代",0,3
1992-03-27,-,11,SHT,NECアベニュー,フォゴットンワールド💿,調査中,調査中,0,3
1992-03-27,-,11,ACT,ビクター音楽産業,シャドー・オブ・ザ・ビースト魔性の掟💿,調査中,調査中,0,3
1992-03-27,-,11,RPG,日本テレネット,BABEL💿,調査中,調査中,0,3
1992-04-01,-,11,SPT,マイクロワールド,ザ・デビスカップテニス💿,調査中,調査中,0,3
1992-04-01,-,11,PZL,マイクロワールド,ビルダーランド💿,調査中,調査中,0,3
1992-04-02,-,11,SHT,ハドソン,スーパー雷電💿,調査中,調査中,0,3
1992-04-03,-,11,SHT,メサイヤ,超時空要塞マクロス2036💿,調査中,調査中,0,3
1992-04-24,-,11,SHT,ハドソン,スターパロジャー💿,調査中,調査中,0,3
1992-05-01,-,11,SHT,ライトスタッフTTI,テラフォーミングSydMead'sTerraforming💿,調査中,調査中,0,3
1992-05-29,-,11,SLG,マイクロキャビン,キャンペーン版大戦略II💿,調査中,調査中,0,3
1992-05-29,-,11,ACT,ハドソン,ドラえもんのび太のドラビアンナイト💿,調査中,調査中,0,3
1992-06-19,-,11,QUIZ,ハドソン,アドベンチャークイズカプコンワールドハテナの大冒険💿,調査中,調査中,0,3
1992-06-25,-,11,ADV,リバーヒルソフト,トップをねらえ!GunBusterVOL.1💿,調査中,調査中,0,3
1992-06-26,-,11,RCG,日本物産,F-1CIRCUSSPECIAL💿,調査中,調査中,0,3
1992-06-26,-,11,ACT,ブレイングレイ,ジェノサイド💿,調査中,調査中,0,3
1992-06-26,-,11,SHT,データウエスト,ライザンバーIII💿,調査中,調査中,0,3
1992-07-17,-,11,ARPG,ビクター音楽産業,ソーサリアン💿,調査中,調査中,0,3
1992-07-24,-,11,ACT,日本テレネット,ぽっぷ'nまじっく💿,調査中,調査中,0,3
1992-07-31,-,11,SPT,マイクロワールドNEC,ザ・キックボクシングAndrePanzaKickBoxing💿,調査中,調査中,0,3
1992-07-31,-,11,ACT,NECアベニュー,ボナンザブラザーズ💿,調査中,調査中,0,3
1992-08-07,-,11,RPG,NECアベニュー,ドラゴンナイトII💿,調査中,調査中,0,3
1992-08-10,-,11,QUIZ,サン電子,クイズの星💿,調査中,調査中,0,3
1992-08-28,-,11,ACT,マイクロワールド,ベイビー・ジョー💿,調査中,調査中,0,3
1992-08-29,-,11,RPG,ヒューマン,ファージアスの邪皇帝💿,調査中,調査中,0,3
1992-09-04,-,11,ACT,日本テレネット,TRAVELエプル💿,調査中,調査中,0,3
1992-09-11,-,11,SLG,日本テレネット,F-1チームシミュレーションプロジェクトF💿,調査中,調査中,0,3
1992-09-18,30,11,RPG,ビクター音楽産業TTI,ダンジョン・マスターセロンズ・クエストDungeonMaster💿,"￥8,610","￥8,500代",0,3
1992-09-22,-,11,ARPG,日本テレネットWorking Designs,エグザイルII邪念の事象Exile:WickedPhenomenon💿,調査中,調査中,0,3
1992-09-25,-,11,ADV,ビクター音楽産業TTI,LOOM💿,調査中,調査中,0,3
1992-09-25,-,11,RPG,日本テレネット,コズミック・ファンタジー3冒険少年レイ💿,調査中,調査中,0,3
1992-09-29,-,11,ACT,ビクター音楽産業TTI,シェイプシフター魔界英雄伝ShapeShifter💿,調査中,調査中,0,3
1992-10-01,-,11,ADV,ソフィックス,YAWARA!💿,調査中,調査中,0,3
1992-10-02,-,11,ACT,メサイヤ,らんま1/2打倒、元祖無差別格闘流!💿,調査中,調査中,0,3
1992-10-09,-,11,SPT,インテック,ザ・プロ野球SUPER💿,調査中,調査中,0,3
1992-10-09,-,11,ACT,マイクロワールド,スライムワールド💿,調査中,調査中,0,3
1992-10-23,-,11,SHT,日本テレネット,キアイダン00💿,調査中,調査中,0,3
1992-10-23,-,11,ADV,ハドソン,銀河お嬢様伝説ユナ💿,調査中,調査中,0,3
1992-10-23,33,11,ADV,コナミ,スナッチャー💿,"￥8,190","￥8,000代",0,3
1992-11-20,-,11,ADV,データウエスト,サイキック・ディテクティヴ・シリーズVol.3アヤ💿,調査中,調査中,0,3
1992-11-27,-,11,SHT,テイチク,ゴッドパニック至上最強軍団💿,調査中,調査中,0,3
1992-11-27,-,11,PZL,サンソフト,レミングス💿,調査中,調査中,0,3
1992-12-04,-,11,SLG,工画堂スタジオ,スーパーシュヴァルツシルト2💿,調査中,調査中,0,3
1992-12-04,-,11,SLG,メサイヤ,超時空要塞マクロス永遠のラヴソング💿,調査中,調査中,0,3
1992-12-04,-,11,SPT,メディアリング,TECMOWORLDCUPスーパーサッカー💿,調査中,調査中,0,3
1992-12-11,-,11,ACT,ナグザット,ダウンタウン熱血行進曲それゆけ大運動会💿,調査中,調査中,0,3
1992-12-11,-,11,SHT,ナグザット,ネクスザール💿,調査中,調査中,0,3
1992-12-18,-,11,SHT,アイレム,イメージファイトII💿,調査中,調査中,0,3
1992-12-18,-,11,SHT,コナミ,グラディウスII-GOFERの野望-💿,調査中,調査中,0,3
1992-12-18,-,11,TBL,ナグザット,スーパーリアル麻雀スペシャルミキ・カスミ・ショウコの思い出より💿,調査中,調査中,0,3
1992-12-18,-,11,ADV,ナグザット,パステルLime💿,調査中,調査中,0,3
1992-12-18,-,11,RPG,リバーヒルソフト,ブライII闇皇帝の逆襲💿,調査中,調査中,0,3
1992-12-18,-,11,RCG,メサイヤ,モトローダーMC💿,調査中,調査中,0,3
1992-12-22,-,11,SLG,ヒューマン,宇宙戦艦ヤマト💿,調査中,調査中,0,3
1992-12-22,-,11,TBL,ココナッツジャパン,パチ夫くん笑う宇宙💿,調査中,調査中,0,3
1992-12-23,-,11,RPG,ハドソン,ドラゴンスレイヤー英雄伝説II💿,調査中,調査中,0,3
1992-12-25,-,11,ADV,ハドソン,井上麻美この星にたったひとりのキミ💿,調査中,調査中,0,3
1992-12-25,-,11,ACT,NECアベニュー,ゲイングランドSX💿,調査中,調査中,0,3
1992-12-25,-,11,ARPG,日本テレネット,サークI・II💿,調査中,調査中,0,3
1992-12-25,-,11,SHT,メサイヤ,超兄貴💿,調査中,調査中,0,3
1992-12-28,-,11,TBL,光栄,スーパー麻雀大会💿,調査中,調査中,0,3
1993-01-08,-,11,ADV,メサイヤ,魔物ハンター妖子〜遠き呼び声〜💿,調査中,調査中,0,3
1993-01-14,-,11,SLG,ハドソンTTI,シムアース💿,調査中,調査中,0,3
1993-01-22,-,11,SHT,NECホームエレクトロニクス,メタモジュピター💿,調査中,調査中,0,3
1993-01-29,-,11,ADV,ハドソン,ふしぎの海のナディア💿,調査中,調査中,0,3
1993-02-12,-,11,SHT,ハドソンTTI,コットンCotton:FantasticNightDreams💿,調査中,調査中,0,3
1993-02-26,-,11,ACT,ハドソンTTI,クレストオブウルフRiotZone💿,調査中,調査中,0,3
1993-02-26,-,11,ACT,NECアベニュー,ホラーストーリー💿,調査中,調査中,0,3
1993-02-26,-,11,TBL,日本テレネット,ポリス・コネクション💿,調査中,調査中,0,3
1993-02-27,-,11,SLG,光栄,信長の野望・武将風雲録💿,調査中,調査中,0,3
1993-03-05,-,11,RCG,メディアリング,ゼロヨンチャンプII💿,調査中,調査中,0,3
1993-03-12,-,11,ACT,ナグザット,双截龍IITHEREVENGE💿,調査中,調査中,0,3
1993-03-19,-,11,他,キングレコード,CDBATTLE光の勇者たち💿,調査中,調査中,0,3
1993-03-19,-,11,ACT,マイクロワールド,ジム・パワー💿,調査中,調査中,0,3
1993-03-26,-,11,ARPG,ハドソンTTI,ダンジョンエクスプローラーII💿,調査中,調査中,0,3
1993-03-26,-,11,SLG,アイレム,英雄三国志💿,調査中,調査中,0,3
1993-03-26,-,11,RPG,日本テレネット,天使の詩II堕天使の選択💿,調査中,調査中,0,3
1993-03-26,-,11,ADV,リバーヒルソフト,トップをねらえ!GunBusterVOL.2💿,調査中,調査中,0,3
1993-03-26,-,11,ACT,ナグザット,フォーセットアムール💿,調査中,調査中,0,3
1993-03-26,-,11,ADV,NECホームエレクトロニクス,ムーンライトレディ💿,調査中,調査中,0,3
1993-03-30,-,11,RPG,ヒューマン,ラプラスの魔💿,調査中,調査中,0,3
1993-03-31,-,11,ADV,NECアベニュー,CALII💿,調査中,調査中,0,3
1993-04-16,-,11,ARPG,ライトスタッフ,フィーンドハンター💿,調査中,調査中,0,3
1993-04-23,-,11,SHT,ハドソンTTI,ウィンズオブサンダーLordsofThunder💿,調査中,調査中,0,3
