発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,ハード・メモリ
1992-12-18,36,6,ACT,セガ,アイラブミッキー＆ドナルドふしぎなマジックボックス,"￥6,800","￥7,000代",0,MD
1992-12-18,-,6,TAB,Ｓ・Ｉ,パチンコクーニャン,"￥8,500","￥8,500代",0,MD
1992-12-18,-,3,PUZ,セガ,ぷよぷよ,"￥4,800","￥5,000代",52,MD
1992-12-22,-,6,ACT,コナミ,T.M.N.T.リターンオブザシュレッダー,"￥6,800","￥7,000代",0,MD
1992-12-25,-,6,ACT,セガ,タズマニア,"￥6,800","￥7,000代",0,MD
1992-12-26,-,6,SPT,ＥＡＶ,ドリームチームUSA,"￥7,800","￥8,000代",0,MD
1993-01-14,-,9,ACT,セガ,ベア・ナックルII死闘への鎮魂歌,"￥7,800","￥8,000代",10,MD
1993-01-16,-,6,SLG,光栄,ヨーロッパ戦線,"￥12,800","￥13,000代",0,MD
1993-01-29,-,6,SPT,ＭＣＷ,ザ・キックボクシング,"￥8,500","￥8,500代",0,MD
1993-02-12,-,6,SHT,ＥＡＶ,F22インターセプター,"￥8,900","￥9,000代",0,MD
1993-02-19,-,6,ACT,セガ,バットマン・リターンズ,"￥6,800","￥7,000代",0,MD
1993-02-19,-,6,ACT,ＥＡＶ,邪神ドラクソス,"￥8,900","￥9,000代",0,MD
1993-02-26,-,6,SHT,セガ,G-LOC,"￥6,800","￥7,000代",0,MD
1993-02-26,-,3,SPT,小学館プロ／ゲームアーツ,Jリーグチャンピオンサッカー,"￥6,800","￥7,000代",0,MD
1993-02-26,-,6,ACT,セガ,マジンサーガ,"￥6,800","￥7,000代",0,MD
1993-03-19,-,9,ACT,ナムコ,スプラッターハウスPART3,"￥6,800","￥7,000代",0,MD
1993-03-25,-,7,SLG,光栄,蒼き狼と白き牝鹿元朝秘史,"￥11,800","￥12,000代",0,MD
1993-03-26,-,6,ACT,ＰＣＭ,GODS,"￥8,800","￥9,000代",0,MD
1993-03-26,-,6,RAC,シムス,OutRun2019,"￥8,800","￥9,000代",0,MD
1993-03-26,-,3,ACT,セガ,ドラえもん夢どろぼうと7人のゴザンス,"￥6,800","￥7,000代",0,MD
1993-03-26,-,3,ACT,セガ,バトルトード,"￥6,800","￥7,000代",0,MD
1993-04-02,-,6,SPT,ＥＡＶ,NBAプロバスケットボールブルズVSレイカーズ,"￥8,900","￥9,000代",0,MD
1993-04-09,-,3,ACT,マーバ,ウルトラマン,"￥5,800","￥6,000代",0,MD
1993-04-16,-,6,SPT,ＥＡＶ,PGAツアーゴルフII,"￥9,800","￥10,000代",0,MD
1993-04-23,-,6,SHT,ＥＡＶ,デザートストライク湾岸作戦,"￥8,900","￥9,000代",0,MD
1993-04-23,-,2,SPT,ナムコ,ボールジャックス,"￥6,000","￥6,000代",0,MD
1993-04-23,-,6,SLG,ＣＲＩ,メガロマニア,"￥8,800","￥9,000代",0,MD
1993-04-23,-,8,ACT,セガ,餓狼伝説宿命の戦い,"￥8,800","￥9,000代",9,MD
1993-04-29,-,3,ACT,ＥＡＶ,ゾウ!ゾウ!ゾウ!レスキュー大作戦,"￥8,900","￥9,000代",0,MD
1993-05-14,-,3,ACT,テンゲン,007・死闘,"￥6,800","￥7,000代",0,MD
1993-05-28,-,6,SHT,セガ,エクスランザー,"￥7,800","￥8,000代",0,MD
1993-05-28,-,6,ACT,テンゲン,スノーブラザーズ,"￥7,800","￥8,000代",0,MD
1993-05-28,-,7,SLG,光栄,太閤立志伝,"￥11,800","￥12,000代",0,MD
1993-06-04,-,6,SHT,ＥＡＶ,LHXアタックチョッパー,"￥6,800","￥7,000代",0,MD
1993-06-09,-,3,ACT,ＥＡＶ,ジェームスポンドIIコードネーム・ロボコッド,"￥6,900","￥7,000代",0,MD
1993-06-11,-,6,SHT,テンゲン,スラップファイト,"￥7,800","￥8,000代",0,MD
1993-06-18,-,6,SPT,セガ,Jリーグプロストライカー,"￥8,800","￥9,000代",8,MD
1993-06-18,-,6,SLG,ＥＡＶ,パワーモンガー,"￥8,900","￥9,000代",0,MD
1993-06-25,-,6,SPT,Ｓ・Ｉ,TOPPROGOLF2,"￥8,500","￥8,500代",0,MD
1993-06-25,-,6,SHT,Ｓ・Ｉ,エリミネートダウン,"￥8,500","￥8,500代",0,MD
1993-06-25,-,6,ACT,セガ,ゴールデンアックスIII,"￥6,800","￥7,000代",0,MD
1993-06-25,-,3,SHT,テンゲン,スティールタロンズ,"￥6,800","￥7,000代",0,MD
1993-07-23,-,6,ACT,セガ,ザ・スーパー忍II,"￥6,800","￥7,000代",0,MD
1993-07-23,-,6,RAC,ＥＡＶ,ロードラッシュII,"￥8,900","￥9,000代",0,MD
1993-07-30,-,6,SPT,ＥＡＶ,NBAプレイオフブルズVSブレイザーズ,"￥8,900","￥9,000代",0,MD
1993-07-30,31,6,ACT,セガ,エコー・ザ・ドルフィン,"￥6,800","￥7,000代",7,MD
1993-07-30,-,7,SLG,講談社総研,騎士伝説,"￥9,800","￥10,000代",0,MD
1993-08-06,-,6,ACT,コナミ,ロケットナイトアドベンチャーズ,"￥7,800","￥8,000代",0,MD
1993-08-10,-,9,ACT,ＥＡＶ,ウィザード・オブ・イモータル,"￥9,800","￥10,000代",0,MD
1993-08-13,-,3,ACT,テンゲン,マーブルマッドネス,"￥6,800","￥7,000代",0,MD
1993-08-20,-,6,ACT,ＥＡＶ,キリング・ゲームショー,"￥8,900","￥9,000代",0,MD
1993-08-27,-,9,ACT,セガ,ジュラシック・パーク,"￥6,800","￥7,000代",0,MD
1993-09-03,-,9,ACT,セガ,ああ播磨灘,"￥7,800","￥8,000代",0,MD
1993-09-10,-,6,ACT,セガ,ガンスターヒーローズ,"￥6,800","￥7,000代",9,MD
1993-09-10,-,6,SPT,ＥＡＶ,ミュータントリーグ・フットボール,"￥8,900","￥9,000代",0,MD
1993-09-15,-,3,SLG,光栄,信長の野望全国版,"￥8,800","￥9,000代",0,MD
1993-09-17,-,6,ACT,テンゲン,ガントレット,"￥7,800","￥8,000代",0,MD
1993-09-23,-,6,ACT,セガ,マクドナルドトレジャーランド・アドベンチャー,"￥6,800","￥7,000代",0,MD
1993-09-24,-,6,SPT,ＥＡＶ,ジョーダンVSバードONEonONE,"￥8,900","￥9,000代",0,MD
1993-09-28,30,12,ACT,カプコン,ストリートファイターIIダッシュプラス,"￥9,800","￥10,000代",19,MD
1993-10-01,-,9,SLG,セガ,シャイニング・フォースII古えの封印,"￥8,800","￥9,000代",22,MD
1993-10-15,-,3,PUZ,セガ,コラムスIII対決!コラムスワールド,"￥4,800","￥5,000代",0,MD
1993-10-29,-,8,SPT,セガ,ペブルビーチの波涛,"￥8,800","￥9,000代",0,MD
1993-11-05,-,6,TAB,セガ,パーティクイズMEGAQ,"￥6,800","￥7,000代",0,MD
1993-11-05,-,6,TAB,セガ,雀皇登竜門,"￥6,800","￥7,000代",0,MD
1993-11-12,35,9,ACT,セガ,アラジン,"￥7,800","￥8,000代",10,MD
1993-11-19,-,6,ACT,ＥＡＶ,スペースファンキーB.O.B.,"￥8,900","￥9,000代",0,MD
1993-11-19,-,3,ACT,タイトー,フリントストーン,"￥3,880","￥4,000代",0,MD
1993-11-26,-,6,SHT,テンゲン,MiG-29,"￥7,800","￥8,000代",0,MD
1993-11-26,-,6,ACT,セガ,キング・オブ・ザ・モンスターズ,"￥6,800","￥7,000代",0,MD
1993-11-26,-,6,SPT,テクモ,テクモスーパーボウル,"￥8,900","￥9,000代",0,MD
1993-12-03,-,9,ACT,コナミ,T.M.N.T.トーナメントファイターズ,"￥8,800","￥9,000代",0,MD
1993-12-03,-,9,SLG,ＣＲＩ,ダイナブラザース2,"￥8,800","￥9,000代",0,MD
1993-12-10,-,6,TAB,セガ,ソニックスピンボール,"￥6,800","￥7,000代",0,MD
1993-12-10,-,6,ACT,テンゲン,ドラゴンズリベンジ,"￥7,800","￥8,000代",0,MD
1993-12-10,-,9,SHT,コナミ,リーサルエンフォーサーズ,"￥9,800","￥10,000代",0,MD
1993-12-17,-,6,SPT,セガ,Jリーグプロストライカー完全版,"￥8,800","￥9,000代",7,MD
1993-12-17,-,9,SHT,ＥＡＶ,ジャングルストライク受け継がれた狂気,"￥8,900","￥9,000代",0,MD
1993-12-17,-,12,RPG,セガ,ファンタシースター千年紀の終りに,"￥8,800","￥9,000代",22,MD
1993-12-17,-,3,SPT,ビスコ,ブギウギ・ボーリング,"￥6,800","￥7,000代",0,MD
1993-12-17,-,3,SHT,ビクターＥ,メタルファング,"￥6,800","￥7,000代",0,MD
1993-12-17,-,8,SPT,T＆Eソフト,遥かなるオーガスタ,"￥8,800","￥9,000代",0,MD
1993-12-24,-,6,SHT,ビック東海,バトルマニア大吟醸,"￥7,800","￥8,000代",0,MD
1993-12-25,-,9,ACT,テンゲン,オーサムポッサム,"￥8,800","￥9,000代",0,MD
1993-12-26,-,3,ACT,ＥＡＶ,クルーボール,"￥6,800","￥7,000代",0,MD
1993-12-29,-,8,ACT,サンソフト,フラッシュバック,"￥8,000","￥8,000代",0,MD
1993-12-29,-,6,RPG,講談社総研,魔天の創滅,"￥8,900","￥9,000代",0,MD
1994-01-01,-,0,TAB,株式会社サンサン,サンサン,-,-,0,MD
1994-01-14,-,6,SLG,ＥＡＶ,ジェネラル・カオス大混戦,"￥8,900","￥9,000代",0,MD
1994-01-14,-,9,ACT,セガ,龍虎の拳,"￥8,800","￥9,000代",0,MD
1994-01-28,-,8,SPT,セガ,デビルズコース,"￥8,800","￥9,000代",0,MD
1994-01-28,-,9,ADV,セガ,幽☆遊☆白書外伝,"￥8,800","￥9,000代",0,MD
1994-02-04,-,9,SPT,セガ,NFLフットボール'94,"￥8,800","￥9,000代",0,MD
1994-02-11,-,9,SPT,セガ,ウィンターオリンピック,"￥7,800","￥8,000代",0,MD
1994-02-18,-,9,SPT,ＥＡＶ,NFLプロフットボール'94,"￥9,800","￥10,000代",0,MD
1994-02-18,-,6,SLG,光栄,エアーマネジメントII航空王をめざせ,"￥12,800","￥13,000代",0,MD
1994-02-18,-,12,ACT,セガ,エターナルチャンピオンズ,"￥7,800","￥8,000代",0,MD
1994-02-18,-,6,ACT,ヴァージン,クールスポット,"￥8,000","￥8,000代",0,MD
1994-02-25,-,6,SHT,アクレイム,T2ジ・アーケードゲーム,"￥8,800","￥9,000代",0,MD
1994-02-25,-,6,SPT,テンゲン,デビスカップ,"￥7,800","￥8,000代",0,MD
1994-02-25,-,8,SPT,セガ,ワイアラエの奇蹟,"￥8,800","￥9,000代",0,MD
1994-02-25,-,9,SLG,光栄,信長の野望覇王伝,"￥12,800","￥13,000代",0,MD
1994-03-04,-,9,SPT,ＥＡＶ,2020年スーパーベースボール,"￥9,800","￥10,000代",0,MD
1994-03-04,-,6,SPT,テクモ,テクモスーパーNBAバスケットボール,"￥8,900","￥9,000代",0,MD
1994-03-04,-,9,SPT,コナミ,ハイパーダンクザ・プレイオフエディション,"￥8,800","￥9,000代",0,MD
1994-03-11,-,9,ACT,マーバ,クレヨンしんちゃん嵐を呼ぶ園児,"￥8,800","￥9,000代",0,MD
1994-03-18,33,9,RAC,セガ,バーチャレーシング,"￥9,800","￥10,000代",19,MD
1994-03-18,-,6,ACT,コナミ,バンパイアキラー,"￥7,800","￥8,000代",0,MD
1994-03-18,-,12,ACT,セガ,ベアナックルIII,"￥7,800","￥8,000代",8,MD
1994-03-25,-,9,SPT,アクレイム,WWFロイヤルランブル,"￥8,900","￥9,000代",0,MD
1994-03-25,-,6,SHT,テンゲン,ヴイ・ファイヴ,"￥7,800","￥8,000代",0,MD
1994-03-25,-,6,ACT,ビック東海,タイムドミネーター,"￥7,800","￥8,000代",0,MD
1994-04-01,-,9,TAB,セガ,タントアール,"￥7,800","￥8,000代",0,MD
1994-04-01,-,9,ACT,バンダイ,ドラゴンボールZ武勇列伝,"￥8,800","￥9,000代",8,MD
1994-04-01,-,8,ACT,セガ,モンスターワールドIV,"￥8,800","￥9,000代",0,MD
1994-04-02,-,3,RPG,セガ,ファンタシースター復刻版,"￥4,800","￥5,000代",0,MD
1994-04-22,-,6,ACT,データイースト,キャプテンラング,"￥6,800","￥7,000代",0,MD
1994-04-29,-,9,SPT,アクレイム,NBAJAM,"￥8,800","￥9,000代",0,MD
1994-05-13,-,9,RAC,セガ,アウトランナーズ,"￥7,800","￥8,000代",0,MD
1994-05-20,-,6,SPT,セガ,ウィンブルドン,"￥6,800","￥7,000代",0,MD
1994-05-27,-,9,SLG,ＥＡＶ,F117ステルスオペレーション:ナイトストーム,"￥9,800","￥10,000代",0,MD
1994-05-27,-,9,SPT,セガ,グレイテストヘビーウェイツ,"￥7,800","￥8,000代",0,MD
1994-05-27,-,9,ACT,セガ,ソニック・ザ・ヘッジホッグ3,"￥5,800","￥6,000代",17,MD
1994-05-27,-,9,ACT,アクレイム,モータルコンバット,"￥7,800","￥8,000代",0,MD
1994-05-28,-,9,ACT,ヴァージン,ロボコップVSターミネーター,"￥8,900","￥9,000代",0,MD
1994-06-10,-,9,SPT,ＥＡＶ,FIFAインターナショナルサッカー,"￥9,800","￥10,000代",0,MD
1994-06-17,-,9,RPG,セガ,新創世紀ラグナセンティ,"￥8,000","￥8,000代",6,MD
1994-06-24,-,6,ACT,ヴァージン,チャックロックII,"￥8,000","￥8,000代",0,MD
1994-06-24,-,6,SPT,アクレイム,チャンピオンズワールドクラスサッカー,"￥7,800","￥8,000代",0,MD
1994-06-24,-,9,SLG,セガ,ロードモナーク・とことん戦闘伝説,"￥8,800","￥9,000代",0,MD
1994-06-24,-,12,ACT,タカラ,餓狼伝説2新たなる闘い,"￥9,800","￥10,000代",0,MD
1994-06-24,-,9,SLG,光栄,大航海時代II,"￥11,800","￥12,000代",0,MD
1994-06-25,31,15,ACT,カプコン,スーパーストリートファイターIITHENEWCHALLENGERS,"￥10,900","￥11,000代",12,MD
1994-07-01,-,9,SPT,ＥＡＶ,NBAプロバスケットボール'94,"￥9,800","￥10,000代",0,MD
1994-07-08,-,9,ACT,マーバ,美少女戦士セーラームーン,"￥8,800","￥9,000代",0,MD
1994-07-15,-,9,SPT,セガ,Jリーグプロストライカー2,"￥7,800","￥8,000代",0,MD
1994-07-22,-,9,SLG,セガ,ハイブリッド・フロント,"￥8,800","￥9,000代",0,MD
1994-07-22,-,9,ACT,セガ,パルスマン,"￥7,800","￥8,000代",0,MD
1994-08-05,-,9,ACT,セガ,ダイナマイトヘッディー,"￥6,800","￥7,000代",0,MD
1994-08-12,-,11,SHT,サンソフト,パノラマコットン,"￥9,500","￥9,500代",0,MD
1994-08-26,-,9,ACT,セガ,エコー・ザ・ドルフィン2,"￥6,800","￥7,000代",0,MD
1994-08-26,-,9,SLG,メサイヤ,ラングリッサー2,"￥9,800","￥10,000代",16,MD
1994-09-09,-,12,ACT,アクレイム,モータルコンバットII究極神拳,"￥8,800","￥9,000代",0,MD
1994-09-15,-,9,ACT,コナミ,魂斗羅ザ・ハードコア,"￥9,000","￥9,000代",0,MD
1994-09-16,-,9,RPG,セガ,ドラゴンスレイヤー英雄伝説,"￥8,800","￥9,000代",0,MD
1994-09-23,31,6,ACT,コナミ,スパークスターロケットナイトアドベンチャーズ2,"￥8,800","￥9,000代",0,MD
1994-09-30,-,12,ACT,セガ,幽☆遊☆白書魔強統一戦,"￥8,800","￥9,000代",8,MD
1994-10-21,-,9,ACT,カプコン,ロックマンメガワールド,"￥8,500","￥8,500代",0,MD
1994-10-28,30,9,ACT,セガ,ソニック＆ナックルズ,"￥7,800","￥8,000代",7,MD
1994-10-28,-,10,ACT,セガ,ソニック＆ナックルズ+その他,-,-,0,MD
1994-10-28,-,11,ACT,セガ,ソニック＆ナックルズ+ソニック1,-,-,0,MD
1994-10-28,-,13,ACT,セガ,ソニック＆ナックルズ+ソニック2,-,-,0,MD
1994-10-28,-,14,ACT,セガ,ソニック＆ナックルズ+ソニック3,-,-,0,MD
1994-11-18,-,12,ACT,アトラス,豪血寺一族,"￥9,800","￥10,000代",0,MD
1994-11-19,-,12,ACT,セガ,サムライスピリッツ,"￥8,800","￥9,000代",0,MD
1994-12-02,-,9,PUZ,コンパイル,ぷよぷよ通,"￥6,800","￥7,000代",12,MD
1994-12-03,30,9,SHT,セガ,DOOM,"￥7,800","￥8,000代",0,32X
1994-12-03,-,12,SHT,セガ,スターウォーズ・アーケード,"￥8,800","￥9,000代",0,32X
1994-12-03,-,9,SHT,セガ,スペースハリアー,"￥4,980","￥5,000代",0,32X
1994-12-09,-,12,RPG,セガ,ストーリー・オブ・トア光を継ぐ者,"￥8,800","￥9,000代",0,MD
1994-12-09,-,12,ACT,ヴァージン,ライオンキング,"￥7,800","￥8,000代",0,MD
1994-12-16,-,6,ACT,アルトロン,トムとジェリー,"￥8,800","￥9,000代",0,MD
1994-12-16,-,9,RAC,アクレイム,ナイジェルマンセル・インディカー,"￥7,800","￥8,000代",0,MD
1994-12-16,-,12,RAC,セガ,バーチャレーシングデラックス,"￥8,800","￥9,000代",0,32X
1994-12-16,-,9,ACT,カプコン,ミッキーとミニーマジカルアドベンチャー2,"￥7,800","￥8,000代",0,MD
1994-12-20,-,9,SPT,テクモ,テクモスーパーボウル2スペシャルエディション,"￥9,980","￥10,000代",0,MD
1995-01-13,-,9,SHT,セガ,アフターバーナー・コンプリート,"￥4,980","￥5,000代",0,32X
1995-01-13,31,9,TAB,セガ,イチダントアール,"￥6,800","￥7,000代",0,MD
1995-01-20,-,9,RPG,セガ,ドラゴンスレイヤー英雄伝説II,"￥8,800","￥9,000代",0,MD
1995-01-27,-,12,ACT,セガ,サイバーブロール,"￥7,800","￥8,000代",0,32X
1995-02-17,-,9,ACT,セガ,リスター・ザ・シューティングスター,"￥6,800","￥7,000代",0,MD
1995-02-24,-,12,SPT,セガ,GOLFMAGAZINEPRESENTS36GREATHOLESSTARRINGFREDCOUPLES,"￥8,800","￥9,000代",0,32X
1995-02-24,-,12,SPT,アクレイム,NBAJAMトーナメントエディション,"￥8,800","￥9,000代",0,MD
1995-02-24,-,12,SPT,アクレイム,NFLクォーターバッククラブ'95,"￥8,800","￥9,000代",0,MD
1995-02-24,-,9,ACT,セガ,エイリアンソルジャー,"￥6,800","￥7,000代",0,MD
1995-02-24,-,12,ACT,セガ,メタルヘッド,"￥7,800","￥8,000代",0,32X
1995-03-17,-,9,RPG,セガ,サージングオーラ,"￥8,800","￥9,000代",0,MD
1995-03-24,-,12,ACT,セガ,TEMPO,"￥7,800","￥8,000代",0,32X
1995-03-31,30,9,ACT,セガ,ミッキーマニア,"￥7,800","￥8,000代",0,MD
1995-04-21,-,12,ACT,セガ,カオティクス,"￥7,800","￥8,000代",0,32X
1995-04-26,-,9,SHT,セガ,ステラアサルト,"￥7,800","￥8,000代",0,32X
1995-04-28,-,9,SPT,バンダイ,テレビアニメ・スラムダンク強豪真っ向対決!,"￥8,800","￥9,000代",0,MD
1995-04-28,-,9,ACT,アクレイム,トゥルーライズ,"￥7,800","￥8,000代",0,MD
1995-05-19,-,14,ACT,アクレイム,モータルコンバットII究極神拳,"￥9,800","￥10,000代",0,32X
1995-05-26,-,9,ACT,アクレイム,マキシマムカーネイジ,"￥7,800","￥8,000代",0,MD
1995-05-26,-,9,ACT,セガ,ライトクルセイダー,"￥7,800","￥8,000代",0,MD
1995-07-14,-,12,SPT,アクレイム,NFLクォーターバッククラブ'95,"￥8,800","￥9,000代",0,32X
1995-07-14,-,9,SHT,セガ,パラスコード,"￥7,800","￥8,000代",0,32X
1995-07-21,-,9,SPT,セガ,超球界ミラクルナイン,"￥7,800","￥8,000代",0,MD
1995-07-28,-,14,SLG,光栄,三國志IV,"￥14,800","￥15,000代",0,32X
1995-08-04,-,9,SPT,セガ,プロストライカーファイナルステージ,"￥7,800","￥8,000代",0,MD
1995-09-01,-,14,SPT,アクレイム,NBAジャム・トーナメントエディション,"￥9,800","￥10,000代",0,32X
1995-09-01,-,14,SPT,アクレイム,WWFRAW,"￥9,800","￥10,000代",0,32X
1995-09-01,30,9,ACT,セガ,コミックスゾーン,"￥7,800","￥8,000代",0,MD
1995-09-01,-,12,ACT,アクレイム,ジャスティスリーグ,"￥8,800","￥9,000代",0,MD
1995-09-01,-,9,ACT,アクレイム,ジャッジ・ドレッド,"￥7,800","￥8,000代",0,MD
1995-09-22,-,6,ACT,セガ,ジ・ウーズ,"￥5,800","￥6,000代",0,MD
1995-10-20,30,14,ACT,セガ,バーチャファイター,"￥7,800","￥8,000代",0,32X
1995-10-27,-,12,ACT,アクレイム,バットマンフォーエヴァー,"￥8,800","￥9,000代",0,MD
1995-10-27,-,12,SPT,アクレイム,フォアマンフォーリアル,"￥8,800","￥9,000代",0,MD
1995-12-22,-,6,ACT,セガ,ぺぺんがPENGO,"￥4,980","￥5,000代",0,MD
1995-12-31,-,12,SPT,アクレイム,WWFRAW,"￥8,800","￥9,000代",0,MD
1995-12-31,-,9,ACT,アクレイム,バーチャルバート,"￥8,800","￥9,000代",0,MD
1996-03-22,-,9,RPG,コンパイル,魔導物語I,"￥7,800","￥8,000代",0,MD
1991-12-12,-,16,-,ウルフチーム,ソル・フィース💿,-,-,0,💿メガCD
1991-12-12,-,16,-,マイクロネット,ヘビーノバ💿,-,-,0,💿メガCD
1991-12-14,-,16,-,シュールド・ウェーブ,ノスタルジア1907💿,-,-,0,💿メガCD
1991-12-20,-,16,-,ウルフチーム,アーネスト・エバンス💿,-,-,0,💿メガCD
1991-12-20,-,16,-,セガ,惑星ウッドストックファンキーホラーバンド💿,-,-,0,💿メガCD
1991-12-28,-,16,-,ゲームアーツ,天下布武英雄たちの咆哮💿,-,-,0,💿メガCD
1992-02-18,-,16,-,ウルフチーム,精霊神世紀フェイエリア💿,-,-,0,💿メガCD
1992-03-27,-,16,-,日本テレネット,コズミックファンタジーストーリーズ💿,-,-,0,💿メガCD
1992-04-17,-,16,-,日本テレネット,デスブリンガー秘められた紋章💿,-,-,0,💿メガCD
1992-05-29,-,16,-,ウルフチーム,アイルロード💿,-,-,0,💿メガCD
1992-05-29,-,16,-,セガ,クイズスクランブルスペシャル💿,-,-,0,💿メガCD
1992-06-19,-,16,-,日本テレネット,魔法の少女シルキーリップ💿,-,-,0,💿メガCD
1992-06-26,-,16,-,ゲームアーツ,ルナザ・シルバースター💿,-,-,11,💿メガCD
1992-07-31,-,16,-,ホット・ビィ,デトネイター・オーガン💿,-,-,0,💿メガCD
1992-08-07,-,16,-,ビクター,プリンス・オブ・ペルシャ💿,-,-,0,💿メガCD
1992-08-28,-,16,-,ウルフチーム,サンダーストームFX💿,-,-,0,💿メガCD
1992-09-11,-,16,-,セガ,ブライ八玉の勇士伝説💿,-,-,0,💿メガCD
1992-09-25,30,16,ADV,セガ,ライズ・オブ・ザ・ドラゴン💿,"￥7,140","￥7,000代",0,💿メガCD
1992-09-25,-,16,-,ビクター,ワンダードッグ💿,-,-,0,💿メガCD
1992-10-23,-,16,-,マイクロネット,ブラックホールアサルト💿,-,-,0,💿メガCD
1992-10-30,-,16,-,セガ,プロ野球スーパーリーグCD💿,-,-,0,💿メガCD
1992-11-13,-,16,-,ウルフチーム,タイムギャル💿,-,-,0,💿メガCD
1992-11-27,-,16,-,コンパイル,電忍アレスタ💿,-,-,0,💿メガCD
1992-12-18,-,16,-,セガ,アフターバーナー3💿,-,-,0,💿メガCD
1992-12-18,32,16,RAC,ウルフチーム,ロードブラスターFX💿,"￥8,190","￥8,000代",0,💿メガCD
1992-12-18,30,16,TAB,ゲームアーツ,ぎゅわんぶらあ自己中心派2激闘!東京マージャンランド編💿,"￥8,190","￥8,000代",6,💿メガCD
1992-12-25,-,16,-,ウルフチーム,天舞メガCDスペシャル💿,-,-,0,💿メガCD
1992-12-25,-,16,-,シムス,カプコンのクイズ殿様の野望💿,-,-,0,💿メガCD
1992-01-04,-,16,-,ビクター,ワンダーメガコレクション💿,-,-,0,💿メガCD
1992-07-26,-,16,-,BMGビクター,SING!!セガゲームミュージックPresentedbyB.B.クィーンズ💿,-,-,0,💿メガCD
1993-01-03,-,16,-,データウエスト,サイキック・ディテクティブ・シリーズVol.3AYA💿,-,-,0,💿メガCD
1993-01-29,-,16,-,ゲームアーツ,ゆみみみっくす💿,-,-,0,💿メガCD
1993-03-12,-,16,-,セガ,シムアース💿,-,-,0,💿メガCD
1993-03-12,-,16,-,タイトー,ニンジャウォーリアーズ💿,-,-,0,💿メガCD
1993-03-19,-,16,-,ビクター,ウルフチャイルド💿,-,-,0,💿メガCD
1993-03-26,-,16,-,ビクター,ジャガーXJ220💿,-,-,0,💿メガCD
1993-03-30,-,16,-,ウルフチーム,アネット再び💿,-,-,0,💿メガCD
1993-04-02,-,16,-,セガ,ファイナルファイトCD💿,-,-,0,💿メガCD
1993-04-23,-,16,-,コーエー,三國志3💿,-,-,0,💿メガCD
1993-04-23,-,16,-,セガ,セガクラシックアーケードコレクション💿,-,-,0,💿メガCD
1993-04-23,30,16,ADV,セガ,スイッチ💿,"￥9,240","￥9,000代",0,💿メガCD
1993-04-23,-,16,-,メサイヤ,らんま1/2白蘭愛歌💿,-,-,0,💿メガCD
1993-05-28,-,16,-,ウルフチーム,デバステイター💿,-,-,0,💿メガCD
1993-05-28,-,16,-,タイトー,ナイトストライカー💿,-,-,0,💿メガCD
1993-05-28,-,16,-,マイクロキャビン,幻影都市ILLUSIONCITY💿,-,-,0,💿メガCD
1993-06-25,-,16,-,セガ,メガシュヴァルツシルト💿,-,-,0,💿メガCD
1993-06-25,-,16,-,日本テレネット,Aランクサンダー誕生編💿,-,-,0,💿メガCD
1993-07-16,-,16,-,セガ,ダイナミックカントリークラブ💿,-,-,0,💿メガCD
1993-07-23,-,16,-,ウルフチーム,アークス1・2・3💿,-,-,0,💿メガCD
1993-07-23,-,16,-,セガ,聖魔伝説サザンアイズ💿,-,-,8,💿メガCD
1993-07-30,31,16,SHT,ゲームアーツ,シルフィード💿,"￥9,240","￥9,000代",15,💿メガCD
1993-07-30,-,16,-,ヒューマン,バリ・アーム💿,-,-,0,💿メガCD
1993-07-30,-,16,-,日本テレネット,サイボーグ009💿,-,-,0,💿メガCD
1993-08-06,-,16,-,セガ,江川卓のスーパーリーグCD💿,-,-,0,💿メガCD
1993-08-06,-,16,-,ビクター,慶応遊撃隊💿,-,-,0,💿メガCD
1993-08-27,-,16,-,ビクター,雀豪ワールドカップ💿,-,-,0,💿メガCD
1993-09-17,-,16,-,コーエー,ウイニングポスト💿,-,-,0,💿メガCD
1993-09-17,-,16,-,セガ,笑ゥせぇるすまん💿,-,-,0,💿メガCD
1993-09-17,-,16,-,ビクター,サンダーホーク💿,-,-,0,💿メガCD
1993-09-23,32,16,ACT,セガ,ソニック・ザ・ヘッジホッグCD💿,"￥9,240","￥9,000代",0,💿メガCD
1993-09-23,-,16,-,ビクター,モンキー・アイランドユーレイ海賊大騒動!💿,-,-,0,💿メガCD
1993-09-24,-,16,-,コーエー,蒼き狼と白き牝鹿元朝秘史💿,-,-,0,💿メガCD
1993-10-22,-,16,-,シムス,ヴァイ流星の鎧💿,-,-,0,💿メガCD
1993-10-29,-,16,-,コナミ,リーサルエンフォーサーズ💿,-,-,0,💿メガCD
1993-11-12,-,16,-,セガ,ダークウィザード蘇りし闇の魔導士💿,-,-,0,💿メガCD
1993-11-19,-,16,-,セガ,アルスラーン戦記💿,-,-,0,💿メガCD
1993-11-19,33,16,ADV,セガ,ナイトトラップ💿,"￥9,240","￥9,000代",9,💿メガCD
1993-11-26,-,16,-,サンドストーム,アルシャーク💿,-,-,0,💿メガCD
1993-11-26,-,16,-,CSK総合研究所,マイト・アンド・マジック3💿,-,-,0,💿メガCD
1993-11-26,-,16,-,マイクロネット,ザ・サードワールドウォー💿,-,-,0,💿メガCD
