発売日,クロスレビュー(評価),価格帯,ジャンル,メーカー,タイトル,シリーズ,ID,カウント
2002-06-27,-,-,-,ハドソン,ボンバーマン ジェネレーション,,3900,0
2002-07-04,-,-,-,カプコン,カプコン VS SNK 2 EO ミリオネアファイティング2001,,3901,0
2002-07-18,-,-,-,コナミ,ディズニースポーツ：サッカー,,3902,0
2002-07-18,34,"￥7,000代",SPT,コナミ,実況パワフルプロ野球9,野球,3903,0
2002-07-19,-,-,-,セガ,ビーチスパイカーズ,,3904,0
2002-07-19,-,-,-,トミー,ムツとのほほん,,3828,0
2002-07-19,37,"￥7,000代",ACT,任天堂,スーパーマリオサンシャイン,,3905,0
2002-07-26,-,-,-,ESP,神機世界エヴォルシア,,3789,0
2002-08-01,-,-,-,ハドソン,ディズニーのマジカルパーク,,3906,0
2002-08-08,-,-,-,アクレイムジャパン,オールスターベースボール2003,,3907,0
2002-08-09,-,-,-,アテナ,極・麻雀DX2 The 4th MONDO21Cup Competition,,3844,0
2002-08-09,-,-,-,任天堂,ミッキーマウスの不思議な鏡,,3829,0
2002-08-29,-,-,-,コナミ,WTA ツアーテニス プロエボリューション,,3908,0
2002-09-05,-,-,-,カプコン,アルティメット ファイティング チャンピオンシップ2 タップアウト ファイナルスペック,,3909,0
2002-09-06,-,-,-,トミー,ゾイドバーサス,,3915,0
2002-09-06,-,-,-,ユークス,レッスルマニアX8,,3910,0
2002-09-12,-,-,-,セガ,エイティーン・ホイーラー,,3911,0
2002-09-12,35,"￥7,000代",RPG,セガ,ファンタシースターオンライン エピソード1＆2,,3790,0
2002-09-12,-,-,-,コナミ,キャプテン翼 黄金世代の挑戦,,3813,0
2002-09-19,-,-,-,コナミ,ディズニースポーツ：スケートボーディング,,3912,0
2002-09-26,-,-,-,セガ,セガ サッカースラム,,3913,0
2002-09-26,-,-,-,コナミ,永世名人6,,3845,0
2002-09-27,-,-,-,コトブキシステム,エッグマニア つかんで!まわして!どっすんぱずる!,,3846,0
2002-09-27,-,-,-,任天堂,スターフォックス アドベンチャー,,3914,0
2002-10-25,-,-,-,アクレイムジャパン,ズーキューブ,,3847,0
2002-10-25,-,-,-,メディアカイト,プールエッジ,,4047,0
2002-10-25,-,-,-,任天堂,エターナルダークネス 招かれた13人,,3916,0
2002-11-01,-,-,-,バンダイ,テレビアニメ ワンピース トレジャーバトル!,,3917,0
2002-11-08,-,-,-,任天堂,マリオパーティ4,,3848,0
2002-11-21,38,"￥7,000代",ACT,カプコン,バイオハザード0,,3918,0
2002-11-21,-,-,-,コナミ,マッスルちゃんぴよん 筋肉島の決戦,,3919,0
2002-11-21,-,-,-,セガ,スーパーモンキーボール2,,3920,0
2002-11-22,-,-,-,バンダイ,キン肉マン2世 新世代超人 vs 伝説超人,,3921,0
2002-11-23,-,-,-,エレクトロニック・アーツ,ハリー・ポッターと秘密の部屋,,3922,0
2002-11-28,-,-,-,アイドスインタラクティブ,わいわいゴルフ,,3923,0
2002-12-05,-,-,-,コナミ,遊戯王 フォルスバウンドキングダム 虚構に閉ざされた王国,,3814,0
2002-12-05,-,-,-,ハドソン,桃太郎電鉄11 ブラックボンビー出現!の巻,,3849,0
2002-12-06,-,-,-,エレクトロニック・アーツ,FIFA2003 ヨーロッパサッカー,,3924,0
2002-12-12,-,-,-,アタリ,ゴジラ 怪獣大乱闘,,3925,0
2002-12-12,-,-,-,コナミ,エボリューション スケートボーディング,,3926,0
2002-12-12,-,-,-,コナミ,ディズニースポーツ：アメリカンフットボール,,3927,0
2002-12-13,40,"￥7,000代",ACT,任天堂,ゼルダの伝説 風のタクト,,3928,0
2002-12-19,-,-,-,コナミ,ディズニースポーツ：バスケットボール,,3929,0
2002-12-19,-,-,-,コナミ,実況パワフルプロ野球9 決定版,,3930,0
2002-12-19,-,-,-,セガ,ソニック メガコレクション,,3931,0
2002-12-19,-,-,-,タカラ,チョロQ!,,3880,0
2002-12-19,-,-,-,タカラ,爆転シュート ベイブレード2002 熱闘!マグネタッグバトル!,,3850,0
2002-12-19,-,-,-,ハドソン,ボンバーマンジェッターズ,,3932,0
2002-12-20,-,-,-,サクセス,テトリスワールド,,3851,0
2002-12-20,-,-,-,ナムコ,ミスタードリラー ドリルランド,,3852,0
2002-12-26,-,-,-,セガ,エターナルアルカディア レジェンド,,3791,0
2002-12-26,-,-,-,タイタスジャパン,トップガン エース オブ ザ スカイ,,4048,0
2003-01-09,-,-,-,タイトー,スペースレイダース,,3832,0
2003-01-16,-,-,-,アタリ,斑鳩 IKARUGA,,3833,0
2003-01-23,-,-,-,カプコン,バイオハザード2,,3933,0
2003-01-23,-,-,-,カプコン,バイオハザード3 ラストエスケープ,,3934,0
2003-01-30,-,-,-,コナミ,ワールドサッカー ウイニングイレブン6 ファイナルエヴォリューション,,3935,0
2003-02-06,-,-,-,アイディアファクトリー,ジェネレーション・オブ・カオス イクシード 闇の皇女ロゼ,,3792,0
2003-02-07,-,-,-,任天堂,ニンテンドーパズルコレクション,,3853,0
2003-02-13,-,-,-,カプコン,スパイダーマン,,3936,0
2003-02-14,-,-,-,エレクトロニック・アーツ,ロード・オブ・ザ・リング 二つの塔,,3793,0
2003-02-27,-,-,-,タイトー,スーパーパズルボブル オールスターズ,,3854,0
2003-02-28,-,-,-,任天堂,メトロイドプライム,,3937,0
2003-03-06,-,-,-,カプコン,ロックマンエグゼ トランスミッション,,3938,0
2003-03-06,-,-,-,グローバル・A・エンタテインメント,零ファイター 撃墜戦記,,3834,0
2003-03-20,-,-,-,エレクトロニック・アーツ,スター・ウォーズ クローン戦争,,3835,0
2003-03-20,-,-,-,コナミ,ザ・ベースボール2003 バトルボールパーク宣言 パーフェクトプレープロ野球,,3939,0
2003-03-20,-,-,-,コナミ,ヒカルの碁3,,3855,0
2003-03-21,-,-,-,コトブキシステム,バットマン ダークトゥモロー,,3940,0
2003-03-27,-,-,-,タイトー,ウォーリアーブレイド ラスタン vs バーバリアン編,,3941,0
2003-03-27,-,-,-,カプコン,P.N.03,,3942,0
2003-03-27,-,-,-,ナムコ,ソウルキャリバー2,,3943,0
2003-03-28,-,-,-,バンダイ,シャーマンキング ソウルファイト,,3815,0
2003-04-10,-,-,-,アスミック・エース,ドカポンDX わたる世界はオニだらけ,,3944,0
2003-04-11,-,-,-,トミー,ナルト 激闘忍者大戦!,,3945,0
2003-04-24,-,-,-,ピンチェンジ,四国巡礼体験ゲーム お遍路さん 発心の道場阿波国編,,3816,0
2003-04-25,-,-,-,任天堂,ギフトピア,,3794,0
2003-05-01,-,-,-,タカラ,スペシャル人生ゲーム,,3856,0
2003-05-23,-,-,-,フロム・ソフトウェア,ルーン2 コルテンの鍵の秘密,,3795,0
2003-05-30,-,-,-,ナムコ,ファミリースタジアム2003,,3946,0
2003-05-30,-,-,-,ポケモン,ポケモンボックス ルビー＆サファイア,,3857,0
2003-06-05,-,-,-,コナミ,フロッガー,,3947,0
2003-06-19,-,-,-,MTO,魔法のパンプキン アンとグレッグの大冒険,,3948,0
2003-06-19,-,-,-,セガ,ソニックアドベンチャー デラックス,,3949,0
2003-06-19,-,-,-,バンダイ,エンター ザ マトリックス,,3950,0
2003-06-20,-,-,-,MTO,GT CUBE,,3881,0
2003-06-26,-,-,-,カプコン,ビューティフル ジョー,,3951,0
2003-06-27,-,-,-,サクセス,トニー・ホーク プロスケーター3,,3952,0
2003-06-27,-,-,-,任天堂,どうぶつの森e+,,3817,0
2003-07-03,-,-,-,カプコン,アウトモデリスタ U.S.-tuned,,3882,0
2003-07-10,-,-,-,インフォグラムジャパン,Vラリー3,,3883,0
2003-07-10,-,-,-,ハドソン,ハドソンセレクション Vol.1 キュービックロードランナー,,3953,0
2003-07-10,-,-,-,ハドソン,ハドソンセレクション Vol.2 スターソルジャー,,3836,0
2003-07-11,-,-,-,バンダイ,ケロケロキングDX,,3954,0
2003-07-11,-,-,-,任天堂,カービィのエアライド,,3955,0
2003-07-17,-,-,-,コナミ,実況パワフルプロ野球10,,3956,0
2003-07-17,-,-,-,バンプレスト,チャリンコヒーロー,,3884,0
2003-07-18,-,-,-,エポック社,ドラえもん みんなで遊ぼう!ミニドランド,,3957,0
2003-07-18,-,-,-,ポケモン,ポケモンチャンネル ピカチュウといっしょ!,,3818,0
2003-07-25,-,-,-,任天堂,F-ZERO GX,,3885,0
2003-07-31,-,-,-,アスミック・エース,ルパン三世 海に消えた秘宝,,3830,0
2003-07-31,-,-,-,トミー,モノポリー めざせっ!!大富豪人生!,,3858,0
2003-07-31,-,-,-,ハドソン,ボンバーマンランド2 ゲーム史上最大のテーマパーク,,3958,0
2003-08-07,-,-,-,カプコン,バイオハザード コード：ベロニカ 完全版,,3959,0
2003-08-07,-,-,-,カプコン,バイオハザード コレクターズボックス,,3960,0
2003-08-08,-,-,-,スクウェア・エニックス,ファイナルファンタジー クリスタルクロニクル,,3774,0
2003-08-08,-,-,-,バンダイ,ドラゴンドライブ ディマスターズショット,,3837,0
2003-08-29,-,-,-,ナムコ,テイルズ オブ シンフォニア,,3796,0
2003-09-05,-,-,-,トミー,ゾイドバーサス2,,3961,0
2003-09-05,-,-,-,任天堂,マリオゴルフ ファミリーツアー,,3962,0
2003-09-11,-,-,-,セガ,激闘プロ野球 水島新司オールスターズ VS プロ野球,,3963,0
2003-09-12,-,-,-,マーベラスインタラクティブ,牧場物語 ワンダフルライフ,,3819,0
2003-09-25,-,-,-,ハドソン,天外魔境2 MANJIMARU,,3797,0
2003-10-03,-,-,-,タイトー,天才ビットくん グラモンバトル,,3821,0
2003-10-09,-,-,-,セガ,ジャイアントエッグ ビリー・ハッチャーの大冒険,,3964,0
2003-10-17,-,-,-,任天堂,あつまれ!! メイドインワリオ,,3859,0
2003-10-24,-,-,-,キッズステーション,式神の城2,,3775,0
2003-11-07,-,-,-,任天堂,マリオカート ダブルダッシュ!!,,3886,0
2003-11-07,-,-,-,ユークス,レッスルマニア19,,3966,0
2003-11-13,-,-,-,エレクトロニック・アーツ,ハリー・ポッター クイディッチ・ワールドカップ,,3967,0
2003-11-21,-,-,-,エレクトロニック・アーツ,スター・ウォーズ ローグ スコードロン3,,3838,0
2003-11-21,-,-,-,ポケモン,ポケモンコロシアム,,3798,0
2003-11-27,-,-,-,カプコン,ガチャフォース,,3968,0
2003-11-27,-,-,-,セガ,ファンタシースターオンライン エピソード1＆2plus,,3799,0
2003-11-27,-,-,-,セガ,ファンタシースターオンライン エピソード3 カードレボリューション,,3860,0
2003-11-27,-,-,-,ナムコ,R レーシングレボリューション,,3887,0
2003-11-28,-,-,-,バンダイ,ドラゴンボールZ,,3969,0
2003-11-28,-,-,-,ナツメ,メダロット BRAVE,,3970,0
2003-11-28,-,-,-,任天堂,マリオパーティ5,,3861,0
2003-12-04,-,-,-,エレクトロニック・アーツ,メダル・オブ・オナー ライジングサン,,3839,0
2003-12-04,-,-,-,カプコン,ミッキー＆ミニー トリック＆チェイス,,3862,0
2003-12-04,-,-,-,コナミ,クラッシュ・バンディクー4 さくれつ!魔神パワー,,3971,0
2003-12-04,-,-,-,トミー,ナルト 激闘忍者大戦!2,,3972,0
2003-12-04,-,-,-,ハドソン,ハドソンセレクション Vol.3 PC原人,,3973,0
2003-12-05,-,-,-,ナムコ,バテン・カイトス 終わらない翼と失われた海,,3800,0
2003-12-06,-,-,-,ユークス,ファインディング・ニモ,,3974,0
2003-12-11,-,-,-,エレクトロニック・アーツ,ハリー・ポッターと賢者の石,,3975,0
2003-12-11,-,-,-,セガ,ダビつく3 ダービー馬をつくろう!,,3822,0
2003-12-11,-,-,-,ハドソン,桃太郎電鉄12 西日本編もありまっせー!,,3863,0
2003-12-11,-,-,-,バンダイ,ワンピース グランドバトル!3,,3976,0
2003-12-12,-,-,-,任天堂,ドンキーコンガ,,3864,0
2003-12-18,-,-,-,エレクトロニック・アーツ,SSX3,,3977,0
2003-12-18,-,-,-,カプコン,ビューティフルジョー リバイバル,,3978,0
2003-12-18,-,-,-,コナミ,実況パワフルプロ野球10 超決定版 2003メモリアル,,3979,0
2003-12-18,-,-,-,タカラ,デュエル・マスターズ 熱闘!バトルアリーナ,,3865,0
2003-12-18,-,-,-,ハドソン,ドリームミックスTV ワールドファイターズ,,3980,0
2003-12-18,-,-,-,ハドソン,ハドソンセレクション Vol.4 高橋名人の冒険島,,3981,0
2003-12-25,-,-,-,エレクトロニック・アーツ,ニード・フォー・スピード アンダーグラウンド,,3888,0
2003-12-30,-,-,-,セガ,ソニックヒーローズ,,3982,0
2004-01-08,-,-,-,エレクトロニック・アーツ,ロード・オブ・ザ・リング 王の帰還,,3801,0
2004-01-15,-,-,-,セガ,カイジュウの島 アメージングアイランド,,3983,0
2004-01-22,-,-,-,エレクトロニック・アーツ,ザ・シムズ,,3823,0
2004-01-22,-,-,-,任天堂,1080° シルバーストーム,,3984,0
2004-01-23,-,-,-,アイディアファクトリー,学園都市ヴァラノワール ローゼス,,3803,0
2004-02-11,-,-,-,エレクトロニック・アーツ,007 エブリシング オア ナッシング,,3985,0
2004-02-26,-,-,-,コトブキシステム,ローグオプス,,3986,0
2004-03-04,-,-,-,タイタスジャパン,ロボコップ 新たなる危機,,3987,0
2004-03-04,-,-,-,任天堂,カスタムロボ バトルレボリューション,,3988,0
2004-03-11,-,-,-,コナミ,メタルギアソリッド ザ・ツインスネークス,,3989,0
2004-03-18,-,-,-,任天堂,ゼルダの伝説 4つの剣+,,3990,0
2004-03-18,-,-,-,バンダイ,機動戦士ガンダム 戦士達の軌跡,,3991,0
2004-03-24,-,-,-,セガ,ぷよぷよフィーバー,,3776,0
2004-03-25,-,-,-,アタリ,ミッションインポッシブル オペレーション・サルマ,,3992,0
2004-04-29,-,-,-,任天堂,ピクミン2,,3993,0
2004-05-27,-,-,-,任天堂,ワリオワールド,,3994,0
2004-06-17,-,-,-,セタ,レジェンド オブ ゴルファー,,3995,0
2004-06-26,-,-,-,エレクトロニック・アーツ,ハリー・ポッターとアズカバンの囚人,,3996,0
2004-07-01,-,-,-,任天堂,ドンキーコンガ2 ヒットソングパレード,,3866,0
2004-07-08,-,-,-,コナミ,クラッシュ・バンディクー 爆走!ニトロカート,,3997,0
2004-07-08,-,-,-,コナミ,コロッケ! バン王の危機を救え,,3998,0
2004-07-08,-,-,-,マーベラスインタラクティブ,牧場物語 ワンダフルライフ for ガール,,3820,0
2004-07-15,-,-,-,コナミ,実況パワフルプロ野球11,,3999,0
2004-07-22,-,-,-,任天堂,ペーパーマリオRPG,,3804,0
2004-07-29,-,-,-,カプコン,ロックマンX コマンドミッション,,3805,0
2004-07-29,-,-,-,サンライズ,新世紀GPXサイバーフォーミュラ Road To The Evolution,,3890,0
2004-07-29,-,-,-,バンダイ,デジモンバトルクロニクル,,4000,0
2004-08-05,-,-,-,バンダイ,金色のガッシュベル!! 友情タッグバトルフルパワー,,4001,0
2004-08-26,-,-,-,セガ,バーチャファイター サイバージェネレーション ジャッジメントシックスの野望,,4002,0
2004-09-30,-,-,-,トミー,ゾイドバーサス3,,4003,0
2004-10-14,-,-,-,任天堂,くるりんスカッシュ!,,4004,0
2004-10-28,-,-,-,任天堂,マリオテニスGC,,4005,0
2004-11-18,-,-,-,任天堂,マリオパーティ6,,3867,0
2004-11-20,-,-,-,トミー,ナルト 激闘忍者大戦!3,,4006,0
2004-12-02,-,-,-,D3パブリッシャー,Mr.インクレディブル,,4007,0
2004-12-09,-,-,-,バンダイ,機動戦士ガンダム ガンダム vs. Zガンダム,,4008,0
2004-12-16,-,-,-,カプコン,ビューティフルジョー2 ブラックフィルムの謎,,4009,0
2004-12-16,-,-,-,コナミ,実況パワフルプロ野球11 超決定版,,4010,0
2004-12-16,-,-,-,任天堂,ドンキーコングジャングルビート,,4011,0
2004-12-16,-,-,-,バンプレスト,スーパーロボット大戦GC,,3806,0
2004-12-22,-,-,-,エレクトロニック・アーツ,ニード・フォー・スピード アンダーグラウンド2,,3889,0
2004-12-22,-,-,-,エレクトロニック・アーツ,ロード・オブ・ザ・リング 中つ国第三紀,,3802,0
2004-12-22,-,-,-,カプコン,バイオハザード ダブル フィーチャー,,4013,0
2005-01-06,-,-,-,バンダイ,デジモンワールドX,,3807,0
2005-01-13,-,-,-,エレクトロニック・アーツ,ゴールデンアイ ダークエージェント,,4014,0
2005-01-13,-,-,-,エレクトロニック・アーツ,ザ・アーブズ シムズ・イン・ザ・シティ,,3824,0
2005-01-13,-,-,-,ユークス,WWE デイ・オブ・レコニング,,4015,0
2005-01-20,-,-,-,アタリ,ターミネーター3 ザ・レデンプション,,4016,0
2005-01-27,-,-,-,カプコン,バイオハザード4,,4017,0
2005-02-24,-,-,-,任天堂,スターフォックス アサルト,,3840,0
2005-02-24,-,-,-,マイルストーン,カオスフィールド エクスパンデッド,,3841,0
2005-03-03,-,-,-,マーベラスインタラクティブ,牧場物語 しあわせの詩,,3820,0
2005-03-03,-,-,-,タイトー,シャーク・テイル,,4018,0
2005-03-17,-,-,-,任天堂,ドンキーコンガ3 食べ放題!春もぎたて50曲♪,,3869,0
2005-03-17,-,-,-,バンダイ,ワンピース グラバト!ラッシュ,,4019,0
2005-03-17,-,-,-,ハドソン,ボボボーボ・ボーボボ 脱出!!ハジケ・ロワイアル,,3808,0
2005-03-24,-,-,-,バンダイ,金色のガッシュベル!! 友情タッグバトル2,,4020,0
2005-04-20,-,-,-,任天堂,ファイアーエムブレム 蒼炎の軌跡,,3809,0
2005-04-29,-,-,-,チュンソフト,ホームランド,,3810,0
2005-05-26,-,-,-,エレクトロニック・アーツ,NBAストリートV3 マリオでダンク,,4021,0
2005-05-26,-,-,-,任天堂,メトロイドプライム2 ダークエコーズ,,4022,0
2005-06-09,-,-,-,カプコン,キラー7,,4023,0
2005-06-23,-,-,-,任天堂,ちびロボ!,,4024,0
2005-07-14,-,-,-,コナミ,実況パワフルプロ野球12,,4025,0
2005-07-14,-,-,-,任天堂,ダンスダンスレボリューション with マリオ,,3870,0
2005-07-21,-,-,-,任天堂,スーパーマリオスタジアム ミラクルベースボール,,4026,0
2005-07-28,-,-,-,ビベンディ・ユニバーサル・ゲームズ,ロボッツ,,4027,0
2005-08-04,-,-,-,ポケモン,ポケモンXD 闇の旋風ダーク・ルギア,,3871,0
2005-08-11,-,-,-,エレクトロニック・アーツ,メダル・オブ・オナー ヨーロッパ強襲,,3842,0
2005-08-11,-,-,-,セガ,ソニック ジェムズ コレクション,,3872,0
2005-08-11,-,-,-,バンダイ,マダガスカル,,4028,0
2005-09-01,-,-,-,エレクトロニック・アーツ,ファイトナイト  ラウンド2,,4029,0
2005-09-29,-,-,-,カプコン,ビューティフルジョー バトルカーニバル,,3873,0
2005-10-27,-,-,-,トミー,ゾイド フルメタルクラッシュ,,4030,0
2005-10-27,-,-,-,任天堂,突撃!!ファミコンウォーズ,,4031,0
2005-11-10,-,-,-,任天堂,マリオパーティ7,,3868,0
2005-11-10,-,-,-,マーベラスインタラクティブ,牧場物語 しあわせの詩 for ワールド,,3826,0
2005-11-21,-,-,-,トミー,ナルト 激闘忍者大戦!4,,4032,0
2005-11-23,-,-,-,バンダイ,ワンピース パイレーツカーニバル,,3874,0
2005-11-24,-,-,-,エレクトロニック・アーツ,SSX オンツアー with マリオ,,4033,0
2005-11-26,-,-,-,エレクトロニック・アーツ,ハリー・ポッターと炎のゴブレット,,4034,0
2005-12-01,-,-,-,バンダイ,SDガンダム ガシャポンウォーズ,,3827,0
2005-12-01,-,-,-,ビベンディ・ユニバーサル・ゲームズ,クラッシュ・バンディクー がっちゃんこワールド,,4035,0
2005-12-08,-,-,-,セガ,ブリーチGC 黄昏にまみえる死神,,4036,0
2005-12-08,-,-,-,任天堂,伝説のクイズ王決定戦,,3875,0
2005-12-15,-,-,-,コナミ,実況パワフルプロ野球12 決定版,,4037,0
2005-12-15,-,-,-,セガ,シャドウ・ザ・ヘッジホッグ,,4038,0
2005-12-15,-,-,-,D3パブリッシャー,チキン・リトル,,4039,0
2005-12-15,-,-,-,バンダイ,金色のガッシュベル!! ゴー!ゴー!魔物ファイト!!,,4040,0
2005-12-22,-,-,-,エレクトロニック・アーツ,ニード・フォー・スピード モスト・ウォンテッド,,3891,0
2006-01-19,-,-,-,任天堂,スーパーマリオストライカーズ,,4041,0
2006-02-09,-,-,-,セガ,Mr.インクレディブル 強敵アンダーマイナー登場,,4042,0
2006-02-23,-,-,-,セガ,ソニックライダーズ,,3892,0
2006-02-23,-,-,-,任天堂,バテン・カイトス2 始まりの翼と神々の嗣子,,3811,0
2006-04-13,-,-,-,任天堂,大玉,,4043,0
2006-05-11,-,-,-,コナミ,実況パワフルメジャーリーグ,,4044,0
2006-05-25,-,-,-,マイルストーン,ラジルギ ジェネリック,,3843,0
2006-06-29,-,-,-,タイトー,アルティメット スパイダーマン,,4045,0
2006-07-06,-,-,-,THQジャパン,カーズ,,3893,0
2006-07-20,-,-,-,バンダイナムコ,バトルスタジアム D.O.N,,4046,0
2006-12-02,-,-,-,任天堂,ゼルダの伝説 トワイライトプリンセス,,3780,0
@CsvOptions:,,,,,,,,
dataType=0,,,,,,,,
title=「ゲームキューブ」ソフト一覧,,,,,,,,
searchPrefix=ゲームキューブ,,,,,,,,
"dataReference=<ul><li><a target%3d'_blank' href%3d'https://www.gavas.jp/user_data/gamecube_game_title.php'>ゲームキューブのゲームタイトル一覧@ピコピコ大百科</a></li><li><a target%3d'_blank' href%3d'https://www.gavas.jp/user_data/playstation_game_ranking.php'>ゲームキューブ歴代ソフト売上ランキングTOP50@ピコピコ大百科</a></li><li><a target%3d'_blank' href%3d'https://www.ne.jp/asahi/dq/dq/meisaku/2002.html'>ファミ通の「新作ゲームクロスレビュー」@Game mein</a><li><a target%3d'_blank' href%3d'https://ja.wikipedia.org/wiki/%E3%83%8B%E3%83%B3%E3%83%86%E3%83%B3%E3%83%89%E3%83%BC%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%AD%E3%83%A5%E3%83%BC%E3%83%96%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7'>ゲームキューブのゲームタイトル一覧@wikipedia</a></li></ul>",,,,,,,,
detailType=city,,,,,,,,
isMakeAutocompleteData=1,,,,,,,,
chartName[imagePath]=/img/game/maker,,,,,,,,
chartName[imageTooltip]=img,,,,,,,,
chartCity[imagePath]=/img/game/ps1,,,,,,,,
chartCity[imageTooltip]=all,,,,,,,,
chartCity[orderYmd]=1,,,,,,,,
chartCity[orderUI]=1,,,,,,,,
chartDate[elasticY]=0,,,,,,,,
chartDate[width]=1000,,,,,,,,
chartDate[format]=YYYY,,,,,,,,
chartAge[unit]=null,,,,,,,,
chartSex[unit]=null,,,,,,,,
chartSex[chartType]=bar,,,,,,,,
chartJobCat[isHidden]=1,,,,,,,,
editUrl=https://docs.google.com/spreadsheets/d/1Gu6lL_FiAtiw0yTpEHwwj-7-kxoafOsrwpAT7NZEPyc/edit?gid=1619165749#gid=1619165749,,,,,,,,
