発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,メモリ(S-RAM)(Kbit)
1995-08-04,-,4,SPT,ヴァージンインタラクティブ,稲妻サーブだ!スーパービーチバレー,"￥9,800","￥10,000代",0,0
1995-08-04,-,7,SPT,ナムコ,Jリーグサッカープライムゴール3,"￥9,800","￥10,000代",0,64
1995-08-05,33,7,ACT,任天堂,スーパーマリオヨッシーアイランド,"￥9,800","￥10,000代",177,256
1995-08-10,-,9,SPT,ハドソン,スーパーパワーリーグ3,"￥9,980","￥10,000代",0,64
1995-08-11,-,6,ACT,エポック社,ドナルドダックの魔法のぼうし,"￥9,800","￥10,000代",0,0
1995-08-11,-,4,ACT,ケムコ,ブラックソーン復讐の黒き棘,"￥9,400","￥9,500代",0,0
1995-08-11,-,6,ACT,テクモ,忍者龍剣伝巴,"￥7,980","￥8,000代",0,0
1995-08-11,-,6,PUZ,バンプレスト,すーぱーぐっすんおよよ,"￥9,980","￥10,000代",0,64
1995-08-11,30,9,RPG,光栄,ブランディッシュ2,"￥10,800","￥11,000代",0,256
1995-08-11,-,6,SLG,カプコン,天地を喰らう三国志群雄伝,"￥12,800","￥13,000代",0,64
1995-08-11,-,4,SPT,ココナッツジャパンエンターテイメント,ファイティングベースボール,"￥9,400","￥9,500代",0,0
1995-08-11,-,2,TAB,ケイエスエス,武宮正樹九段の囲碁大将,"￥14,800","￥15,000代",0,64
1995-08-11,-,7,TAB,サンソフト,ゲームの達人,"￥12,800","￥13,000代",0,0
1995-08-25,-,6,ACT,ケイエスエス,魔獣王,"￥10,800","￥11,000代",0,0
1995-08-25,-,4,ACT,ユーメディア,ころんらんど,"￥6,800","￥7,000代",0,0
1995-08-25,-,4,ETC,ヴィジット,ザ・心理ゲーム3,"￥9,800","￥10,000代",0,0
1995-08-25,-,7,RAC,ヒューマン,ヒューマングランプリ4F1ドリームバトル,"￥11,400","￥11,500代",0,64
1995-08-25,-,6,SPT,サミー,実戦!バスフィッシング必勝法INUSA,"￥9,800","￥10,000代",0,64
1995-08-25,-,7,SPT,トンキンハウス,松方弘樹のスーパートローリング,"￥9,900","￥10,000代",0,64
1995-08-25,-,7,TAB,日本テレネット,京楽・三洋・豊丸・大一・マルホンParlor!パーラー!2(パーラーパーラー2),"￥11,800","￥12,000代",0,64
1995-09-01,-,9,SLG,バンプレスト,バトルロボット烈伝,"￥12,800","￥13,000代",0,64
1995-09-01,-,6,TAB,アスキー,柿木将棋,"￥12,800","￥13,000代",0,1024
1995-09-08,-,9,SLG,パイオニアLDC,バウンティ・ソード,"￥11,400","￥11,500代",0,64
1995-09-08,-,5,TAB,タカラ,スーパー人生ゲーム2,"￥9,800","￥10,000代",0,16
1995-09-14,31,9,ADV,ヒューマン,クロックタワー,"￥11,400","￥11,500代",0,16
1995-09-14,31,4,PUZ,任天堂,マリオのスーパーピクロス,"￥7,900","￥8,000代",0,64
1995-09-14,-,4,TAB,サミー,桜井章一の雀鬼流麻雀必勝法,"￥9,980","￥10,000代",0,64
1995-09-15,-,5,ACT,バンプレスト,スーパー鉄球ファイト!,"￥9,000","￥9,000代",0,0
1995-09-15,-,4,ADV,エポック社,アリスのペイントアドベンチャー,"￥8,800","￥9,000代",0,0
1995-09-15,-,6,SPT,エポック社,セント・アンドリュース栄光と歴史のオールドコース,"￥9,800","￥10,000代",0,64
1995-09-15,-,4,TAB,バップ,必勝777ファイターⅢ黒竜王の復活,"￥10,800","￥11,000代",0,0
1995-09-22,-,7,ACT,日本コンピュータシステム,超兄貴爆烈乱闘篇,"￥11,800","￥12,000代",0,0
1995-09-22,-,7,ADV,バンダイ,ドラゴンボールZ超悟空伝覚醒編,"￥10,800","￥11,000代",0,64
1995-09-22,-,6,ETC,バンプレスト,四柱推命学入門真桃源郷,"￥11,800","￥12,000代",0,0
1995-09-22,-,2,PUZ,バンプレスト,陣牌,"￥7,800","￥8,000代",0,16
1995-09-22,-,2,PUZ,ヘクト,新・将棋倶楽部,"￥12,800","￥13,000代",0,256
1995-09-22,-,9,RPG,エンジェル,美少女戦士セーラームーン～AnotherStory～,"￥11,800","￥12,000代",0,64
1995-09-22,-,7,SHT,EAV,ジャングルストライク,"￥9,900","￥10,000代",0,0
1995-09-22,-,9,SPT,コナミ,実況ワールドサッカー2FIGHTINGELEVEN,"￥9,980","￥10,000代",0,64
1995-09-22,-,4,TAB,バリエ,朝日新聞連載加藤一二三九段将棋心技流,"￥12,300","￥12,500代",0,256
1995-09-29,-,7,ACT,ヴァージンインタラクティブ,美食戦隊薔薇野郎,"￥9,800","￥10,000代",0,0
1995-09-29,-,6,ACT,エニックス,ハーメルンのバイオリン弾き,"￥9,600","￥9,500代",0,0
1995-09-29,-,6,ETC,アスミック,ダービージョッキー2,"￥9,800","￥10,000代",0,64
1995-09-29,-,4,ETC,ケイエスエス,ウェディングピーチ,"￥9,800","￥10,000代",0,0
1995-09-29,-,7,RAC,KANEKO,全日本GT選手権,"￥9,980","￥10,000代",0,0
1995-09-29,-,9,RPG,アスキー,ウィザードリィⅥ禁断の魔筆,"￥12,800","￥13,000代",0,256
1995-09-29,-,10,RPG,データイースト,METALMAXRETURNS(メタルマックス･リターンズ),"￥12,800","￥13,000代",0,64
1995-09-29,-,9,RPG,東宝,火の皇子ヤマトタケル,"￥10,800","￥11,000代",0,64
1995-09-29,-,6,RPG,トミー,魔法騎士レイアース,"￥9,800","￥10,000代",0,64
1995-09-29,-,8,RPG,ナグザット,ホーリーアンブレラドンデラの無謀!!,"￥9,800","￥10,000代",0,64
1995-09-29,-,8,RPG,バンプレスト,ヴェルヌ・ワールド,"￥11,800","￥12,000代",0,64
1995-09-29,-,6,SLG,アスキー,サージェント・サンダース・コンバット!,"￥12,800","￥13,000代",0,256
1995-09-29,-,6,SLG,ケイエスエス,平安風雲伝,"￥11,800","￥12,000代",0,64
1995-09-29,-,7,SLG,パック・イン・ビデオ,AⅢS.V.,"￥10,800","￥11,000代",0,256
1995-09-29,30,9,SPT,コナミ,NBA実況バスケットウイニングダンク,"￥10,800","￥11,000代",0,64
1995-09-29,-,4,TAB,エニックス,常勝麻雀天牌,"￥8,900","￥9,000代",0,64
1995-09-29,-,6,TAB,エンジェル,ノーマーク爆牌党史上最強の雀士達,"￥10,800","￥11,000代",0,64
1995-09-29,-,9,TAB,ショウエイシステム,HEIWAパチンコワールド2,"￥10,800","￥11,000代",0,16
1995-09-30,-,10,RPG,スクウェア,聖剣伝説3,"￥11,400","￥11,500代",80,64
1995-10-06,-,2,ACT,ユタカ,すぱぽ～ん,"￥5,800","￥6,000代",0,0
1995-10-06,-,9,RPG,ビック東海,神聖紀オデッセリアⅡ,"￥10,800","￥11,000代",0,64
1995-10-06,34,9,SLG,クエスト,タクティクスオウガ,"￥11,400","￥11,500代",50,64
1995-10-06,-,8,SPT,BPS,激闘バーニングプロレス,"￥10,800","￥11,000代",0,64
1995-10-13,-,6,ACT,バンプレスト,ハイパーイリア,"￥9,600","￥9,500代",0,0
1995-10-13,-,7,PUZ,サンソフト,ゲームの鉄人THE上海,"￥9,980","￥10,000代",0,0
1995-10-20,-,7,ACT,キングレコード,RINGSアストラルバウト3,"￥9,800","￥10,000代",0,0
1995-10-20,-,4,PUZ,データイースト,マジカルドロップ,"￥8,500","￥8,500代",0,0
1995-10-20,30,10,RPG,エニックス,天地創造,"￥11,800","￥12,000代",0,64
1995-10-20,-,4,TAB,アイマックス,スーパー花札2,"￥9,800","￥10,000代",0,0
1995-10-27,-,8,ACT,アクレイムジャパン,ジャスティス・リーグ,"￥11,800","￥12,000代",0,0
1995-10-27,-,7,ACT,アクレイムジャパン,ジャッジ・ドレッド,"￥10,900","￥11,000代",0,0
1995-10-27,-,9,ACT,アクレイムジャパン,バットマンフォーエヴァー,"￥11,800","￥12,000代",0,0
1995-10-27,-,4,ACT,マジファクト,ガンガンガンチャン,"￥8,800","￥9,000代",0,0
1995-10-27,-,4,PUZ,任天堂,パネルでポン,"￥5,800","￥6,000代",0,0
1995-10-27,-,7,RAC,ビデオシステム,SDF-1グランプリ,"￥10,900","￥11,000代",0,64
1995-10-27,-,9,RPG,タカラ,魔天伝説戦慄のオーパーツ,"￥10,800","￥11,000代",0,64
1995-10-27,-,7,RPG,トンキンハウス,LightFantasyⅡ(ライトファンタジー2),"￥9,900","￥10,000代",0,64
1995-10-27,-,6,RPG,ハドソン,クリスタルビーンズフロムダンジョンエクスプローラー,"￥9,500","￥9,500代",0,16
1995-10-27,-,7,SLG,バンプレスト,天地無用!げ～む編,"￥10,800","￥11,000代",0,64
1995-10-27,-,9,SPT,アクレイムジャパン,フォアマンフォーリアル,"￥11,800","￥12,000代",0,0
1995-10-27,-,6,SPT,カルチャーブレーン,ウルトラベースボール実名版3,"￥9,800","￥10,000代",0,64
1995-10-27,-,6,SPT,バンダイ,テレビアニメスラムダンクSDヒートアップ!!,"￥9,800","￥10,000代",0,0
1995-10-27,-,6,SPT,ポニーキャニオン,白いリングへTwinkleLittleStar,"￥9,980","￥10,000代",0,64
1995-10-27,-,5,TAB,ケイエスエス,パチスロ物語パル工業スペシャル,"￥10,800","￥11,000代",0,0
1995-10-27,-,4,TAB,ベック,真哭きの竜麻雀飛翔伝,"￥8,900","￥9,000代",0,0
1995-11-02,-,6,SLG,エンジェル,紺碧の艦隊,"￥10,800","￥11,000代",0,64
1995-11-02,-,7,TAB,サンソフト,必殺パチンココレクション3,"￥9,980","￥10,000代",0,64
1995-11-10,-,4,ETC,ヴィジット,全国縦断ウルトラ心理ゲーム,"￥9,800","￥10,000代",0,0
1995-11-11,34,10,RPG,スクウェア,ロマンシングサ・ガ3,"￥11,400","￥11,500代",130,64
1995-11-17,-,7,ACT,ヴァージンインタラクティブ,レンダリング・レンジャーR2,"￥10,800","￥11,000代",0,0
1995-11-17,-,2,ACT,POW,ブロックくずし,"￥5,980","￥6,000代",0,0
1995-11-17,-,8,ADV,徳間書店,新スタートレックザ・ネクストジェネレーション(大いなる遺産IFDの謎を追え),"￥9,800","￥10,000代",0,0
1995-11-17,-,4,PUZ,サンソフト,上海万里の長城,"￥9,800","￥10,000代",0,0
1995-11-17,-,5,PUZ,ユタカ,ロゴス・パニックごあいさつ,"￥9,800","￥10,000代",0,0
1995-11-17,-,7,SPT,バンダイ,キャプテン翼Jザ･ウェイ･トゥ･ワールド･ユース,"￥9,800","￥10,000代",0,0
1995-11-17,-,4,SPT,四次元,全国高校サッカー2,"￥9,800","￥10,000代",0,64
1995-11-21,32,10,ACT,任天堂,スーパードンキーコング2,"￥9,800","￥10,000代",221,16
1995-11-24,-,7,ACT,ハドソン,鬼神童子ZENKI電影雷舞,"￥9,980","￥10,000代",0,0
1995-11-24,-,7,ACT,バンダイ,MIGHTYMORPHINPOWERRANGERS,"￥9,800","￥10,000代",0,0
1995-11-24,-,9,ADV,パック・イン・ビデオ,魔女たちの眠り,"￥10,800","￥11,000代",0,64
1995-11-24,-,4,ETC,カロッツェリアジャパン,リーディングジョッキー2,"￥9,800","￥10,000代",0,64
1995-11-24,-,4,TAB,タカラ,スーパー億万長者ゲーム,"￥9,800","￥10,000代",0,64
1995-11-25,-,9,RAC,メディアリング,ゼロヨンチャンプRR-Z,"￥11,900","￥12,000代",0,64
1995-12-01,-,7,ACT,カプコン,ロックマンX3,"￥9,800","￥10,000代",0,0
1995-12-01,-,7,ACT,コナミ,ちびまる子ちゃんめざせ!南のアイランド!!,"￥9,000","￥9,000代",0,0
1995-12-01,-,2,PUZ,サンソフト,おーちゃんのお絵かきロジック,"￥6,980","￥7,000代",0,16
1995-12-01,38,10,RPG,チュンソフト,不思議のダンジョン2風来のシレン,"￥11,800","￥12,000代",0,256
1995-12-01,-,6,SLG,アイマックス,B.B.GUN(ボールバレットガン),"￥11,800","￥12,000代",0,64
1995-12-01,-,9,SPT,アクレイムジャパン,BIGHURTベースボール,"￥11,800","￥12,000代",0,64
1995-12-01,-,4,TAB,アスミック,ドカポン外伝炎のオーディション,"￥8,800","￥9,000代",0,0
1995-12-01,-,4,TAB,ココナッツジャパンエンターテイメント,パチ夫くんSPECIAL3,"￥10,800","￥11,000代",0,64
1995-12-08,-,7,ACT,カプコン,ミッキーとドナルドマジカルアドベンチャー3,"￥9,800","￥10,000代",0,0
1995-12-08,-,4,ACT,ツクダオリジナル,アメリカンバトルドーム,"￥9,800","￥10,000代",0,0
1995-12-08,-,7,PUZ,コンパイル,す～ぱ～ぷよぷよ通,"￥8,800","￥9,000代",0,0
1995-12-08,-,2,PUZ,徳間書店,クロックワークス,"￥7,800","￥8,000代",0,64
1995-12-08,-,4,PUZ,バンダイ,美少女戦士セーラームーンSuperSふわふわパニック,"￥7,980","￥8,000代",0,0
1995-12-08,-,7,SLG,光栄,アンジェリークプレミアムBOX,"￥9,800","￥10,000代",0,256
1995-12-08,-,7,SPT,T＆Eソフト,MASTERSNew遙かなるオーガスタ3,"￥11,800","￥12,000代",0,512
1995-12-08,30,7,TAB,ハドソン,スーパー桃太郎電鉄DX,"￥9,500","￥9,500代",0,64
1995-12-09,34,10,RPG,エニックス,ドラゴンクエストVI幻の大地,"￥11,400","￥11,500代",320,64
1995-12-15,-,6,ACT,エポック社,ドラえもん4のび太と月の王国,"￥9,500","￥9,500代",0,0
1995-12-15,-,2,ACT,日本物産,ニチブツアーケードクラシックス2平安京エイリアン,"￥5,980","￥6,000代",0,0
1995-12-15,-,7,ACT,バンプレスト,GOGOACKMAN3,"￥9,800","￥10,000代",0,0
1995-12-15,-,0,ETC,光栄,エミットバリューセット,"￥19,800","￥20,000代",0,0
1995-12-15,-,12,RPG,ナムコ,テイルズオブファンタジア,"￥11,800","￥12,000代",0,64
1995-12-15,32,9,SHT,コナミ,実況おしゃべりパロディウス,"￥9,980","￥10,000代",0,64
1995-12-15,31,7,SLG,EAV,テーマパーク,"￥11,800","￥12,000代",0,256
1995-12-15,-,7,SLG,タカラ,プリンセスメーカーLegendofAnotherWorld,"￥9,980","￥10,000代",0,64
1995-12-15,-,9,SLG,BPS,聖獣魔伝ビースト＆ブレイド,"￥11,000","￥11,000代",0,64
1995-12-15,-,9,SPT,NGP,JBザ・スーパーバス,"￥11,800","￥12,000代",0,64
1995-12-15,-,10,SPT,スターフィッシュデータ,スーパーブラックバス3,"￥11,800","￥12,000代",0,64
1995-12-15,-,6,TAB,データイースト,もってけOh!ドロボー,"￥9,800","￥10,000代",0,0
1995-12-15,-,6,TAB,バンダイ,商人よ、大志を抱け!!,"￥9,800","￥10,000代",0,64
1995-12-15,-,6,TAB,BOSSコミュニケーションズ,本家・SANKYOFEVER実機シミュレーション2,"￥10,800","￥11,000代",0,0
1995-12-20,-,7,TAB,ケイエスエス,水木しげるの妖怪百鬼夜行,"￥11,800","￥12,000代",0,64
1995-12-22,-,9,ACT,カプコン,ファイナルファイトタフ,"￥9,980","￥10,000代",0,0
1995-12-22,-,9,ACT,コナミ,がんばれゴエモンきらきら道中僕がダンサーになった理由.,"￥9,980","￥10,000代",0,64
1995-12-22,-,4,ACT,バップ,黄龍の耳,"￥9,980","￥10,000代",0,0
1995-12-22,-,7,ACT,バンプレスト,3×3EYES(サザンアイズ)獣魔奉還,"￥10,800","￥11,000代",0,16
1995-12-22,-,6,ACT,バンプレスト,ザ・グレイトバトルV,"￥9,800","￥10,000代",0,0
1995-12-22,-,9,ADV,イマジニア,月面のアヌビス,"￥11,800","￥12,000代",0,64
1995-12-22,-,7,ADV,イマジニア,ざくろの味,"￥11,800","￥12,000代",0,64
1995-12-22,-,9,RPG,角川書店,ロードス島戦記,"￥10,800","￥11,000代",0,64
1995-12-22,-,6,RPG,カルチャーブレーン,スーパーチャイニーズワールド3,"￥9,800","￥10,000代",0,0
1995-12-22,-,11,RPG,ハドソン,天外魔境ZERO,"￥9,980","￥10,000代",0,64
1995-12-22,-,6,SLG,バンダイ,SDガンダムGNEXT,"￥12,800","￥13,000代",0,256
1995-12-22,-,7,SLG,バンプレスト,戦国の覇者天下布武への道,"￥12,800","￥13,000代",0,64
1995-12-22,-,9,SLG,バンプレスト,ファーランドストーリー2,"￥12,800","￥13,000代",0,64
1995-12-22,-,4,SLG,パック・イン・ビデオ,バトルサブマリン,"￥9,800","￥10,000代",0,0
1995-12-22,30,7,SPT,テクモ,テクモスーパーボウルⅢFINALEDITION,"￥12,800","￥13,000代",0,256
1995-12-22,-,10,SPT,ヒューマン,スーパーファイヤープロレスリングX,"￥11,900","￥12,000代",0,64
1995-12-22,-,4,TAB,ヴァージンインタラクティブ,将棋三昧,"￥9,800","￥10,000代",0,64
1995-12-27,-,9,SPT,ハドソン,最強高田延彦,"￥10,900","￥11,000代",0,0
1995-12-28,-,9,SLG,光栄,三國志英傑伝,"￥12,800","￥13,000代",0,256
1995-12-29,-,9,RPG,日本ファルコム,イースV失われた砂の都ケフィン,"￥12,800","￥13,000代",0,64
1995-12-29,-,6,TAB,アイマックス,スーパー将棋3棋太平,"￥12,800","￥13,000代",0,256
1995-12-29,-,7,TAB,タイトー,大爆笑人生劇場ずっこけサラリーマン編,"￥9,800","￥10,000代",0,64
1995-12-29,-,7,TAB,日本テレネット,京楽・三洋・豊丸・奥村・大一・マルホンParlor!パーラー!ⅣCR(パーラーパーラー4),"￥11,800","￥12,000代",0,64
1995-12-29,-,4,TAB,BPS,対局囲碁韋駄天,"￥14,800","￥15,000代",0,256
1996-01-12,-,7,RPG,徳間書店インターメディアカンパニー,魔導物語はなまる大幼稚園児,"￥9,900","￥10,000代",0,64
1996-01-19,-,4,ETC,バンプレスト,的中競馬塾,"￥9,980","￥10,000代",0,64
1996-01-19,-,7,SPT,パック・イン・ビデオ,磯釣り離島編,"￥10,800","￥11,000代",0,64
1996-01-19,-,9,TAB,日本テレネット,京楽・三洋・豊丸・奥村・太陽Parlor!パーラー!3(パーラーパーラー3),"￥11,800","￥12,000代",0,64
1996-01-26,-,4,PUZ,バンダイ,SDガンダムPowerFormationPuzzle,"￥8,800","￥9,000代",0,0
1996-01-26,-,7,RPG,データム・ポリスター,MADARASAGA幼稚園戦記まだら,"￥9,800","￥10,000代",0,64
1996-01-26,-,7,SLG,ケイエスエス,無人島物語,"￥12,800","￥13,000代",0,256
1996-01-26,-,9,SLG,光栄,信長の野望天翔記,"￥12,800","￥13,000代",0,256
1996-01-26,-,6,SPT,バンプレスト,スーパー野球道,"￥12,800","￥13,000代",0,256
1996-01-26,-,2,TAB,カロッツェリアジャパン,平成軍人将棋,"￥9,800","￥10,000代",0,0
1996-01-26,-,4,TAB,ヘクト,囲碁倶楽部,"￥12,800","￥13,000代",0,64
1996-01-31,31,7,ETC,アスキー,RPGツクール2,"￥12,800","￥13,000代",0,512
1996-02-02,-,10,RPG,バンプレスト,幕末降臨伝ONI,"￥12,800","￥13,000代",0,64
1996-02-09,-,10,SLG,コナミ,ときめきメモリアル伝説の樹の下で,"￥9,980","￥10,000代",0,64
1996-02-09,-,10,SLG,スクウェア,バハムートラグーン,"￥11,400","￥11,500代",47,64
1996-02-09,-,2,TAB,魔法,将棋最強Ⅱ実戦対局編,"￥10,800","￥11,000代",0,64
1996-02-16,-,4,TAB,アトラス,プロ棋士人生シミュレーション将棋の花道,"￥12,800","￥13,000代",0,256
1996-02-23,-,9,ACT,スクウェア,ガンハザード,"￥11,400","￥11,500代",0,64
1996-02-23,-,6,SHT,アスク講談社,バトルテック3050,"￥9,800","￥10,000代",0,0
1996-02-23,-,7,TAB,ハドソン,鬼神童子ZENKI天地鳴動,"￥9,980","￥10,000代",0,0
1996-02-29,30,9,SPT,コナミ,実況パワフルプロ野球3,"￥7,500","￥7,500代",0,64
1996-02-29,-,8,SPT,ナムコ,スーパーファミスタ5,"￥6,980","￥7,000代",38,64
1996-03-01,-,10,ADV,バンプレスト,晦-つきこもり-,"￥7,800","￥8,000代",0,64
1996-03-01,-,8,PUZ,ハドソン,鮫亀+キャラカセット(付属品BSMC-ZS5J-JPN),"￥8,980","￥9,000代",0,64
1996-03-01,-,7,SHT,アクレイムジャパン,レボリューションX,"￥11,800","￥12,000代",0,0
1996-03-01,-,7,SHT,イマジニア,ドゥーム(DOOM),"￥12,800","￥13,000代",0,512
1996-03-01,-,9,SLG,バンダイ,機動戦士ZガンダムAwaytoTheNewtype,"￥11,800","￥12,000代",0,64
1996-03-01,-,9,SPT,アクレイムジャパン,NFLクォーターバッククラブ'96,"￥11,800","￥12,000代",0,16
1996-03-01,-,9,SPT,アクレイムジャパン,レッスルマニア・ジ・アーケードゲーム,"￥11,800","￥12,000代",0,0
1996-03-08,-,7,PUZ,コンパイル,す～ぱ～ぷよぷよ通リミックス,"￥6,800","￥7,000代",0,0
1996-03-08,-,7,SLG,エンジェル,銀河戦国群雄伝ライ,"￥10,800","￥11,000代",0,64
1996-03-08,-,6,TAB,サミー,実戦パチンコ必勝法!2,"￥7,800","￥8,000代",0,64
1996-03-09,32,10,RPG,任天堂,スーパーマリオRPG,"￥7,500","￥7,500代",147,256
1996-03-15,30,9,ETC,アスキー,ダービースタリオン96,"￥12,800","￥13,000代",110,256
1996-03-15,-,9,RAC,BPS,峠・伝説最速バトル,"￥10,800","￥11,000代",0,64
1996-03-15,-,9,RPG,光栄,ブランディッシュ2エキスパート,"￥8,800","￥9,000代",0,256
1996-03-15,-,8,SLG,タイトー,カオスシード風水回廊記,"￥9,980","￥10,000代",0,64
1996-03-21,-,10,ACT,任天堂,星のカービィスーパーデラックス,"￥7,500","￥7,500代",110,64
1996-03-22,-,7,ACT,ハドソン,ドレミファンタジーミロンのドキドキ大冒険,"￥6,800","￥7,000代",0,0
1996-03-22,-,6,ACT,ユタカ,NEWヤッターマン難題かんだいヤジロベエ,"￥8,800","￥9,000代",0,0
1996-03-22,-,10,ETC,コナミ,実況競馬シミュレーションステイブルスター厩舎物語,"￥11,800","￥12,000代",0,256
1996-03-22,-,9,RPG,光栄,イースVエキスパート,"￥11,800","￥12,000代",0,64
1996-03-22,-,9,SLG,バンプレスト,スーパーロボット大戦外伝魔装機神,"￥7,800","￥8,000代",0,256
1996-03-22,-,6,SPT,魔法,96全国高校サッカー選手権,"￥7,800","￥8,000代",0,64
1996-03-22,-,6,TAB,アスク講談社,林海峯九段の囲碁大道,"￥14,800","￥15,000代",0,512
1996-03-22,-,4,TAB,バップ,ギャンブル放浪記,"￥8,500","￥8,500代",0,0
1996-03-29,-,9,ACT,エンジェル,美少女戦士セーラームーンSuperS全員参加!!主役争奪戦,"￥7,980","￥8,000代",0,0
1996-03-29,-,4,ACT,カルチャーブレーン,忍たま乱太郎2,"￥7,800","￥8,000代",0,0
1996-03-29,-,7,ACT,バンダイ,新機動戦記ガンダムWEndlessDuel,"￥7,500","￥7,500代",0,0
1996-03-29,-,9,ACT,バンダイ,ドラゴンボールZHyperDimension,"￥7,800","￥8,000代",0,64
1996-03-29,-,2,ETC,バンダイ,マップ＆コレクション(SDガンダムGNEXT専用),"￥3,800","￥4,000代",0,0
1996-03-29,-,4,PUZ,コナミ,それいけエビス丸からくり迷路,"￥5,800","￥6,000代",0,0
1996-03-29,-,7,RAC,イマジニア,GTレーシング,"￥10,800","￥11,000代",0,16
1996-03-29,-,9,SLG,光栄,アンジェリークヴォイス・ファンタジー,"￥9,800","￥10,000代",0,256
1996-03-29,-,8,SPT,ケイエスエス,美少女レスラー列伝ブリザードYuki乱入,"￥8,000","￥8,000代",0,64
1996-03-29,-,10,SPT,ヒューマン,スーパーファイヤープロレスリングXプレミアム,"￥8,000","￥8,000代",0,256
1996-03-29,-,6,SPT,ヒューマン,スーパーフォーメーションサッカー'96WCE,"￥7,500","￥7,500代",0,0
1996-03-29,-,6,TAB,日本テレネット,京楽・三洋・マルホンParlor!パーラー!5(パーラーパーラー5),"￥10,800","￥11,000代",0,64
1996-04-05,-,10,RPG,スクウェア,ルドラの秘宝,"￥8,000","￥8,000代",0,64
1996-04-05,-,4,TAB,サミー,実戦パチスロ必勝法!山佐伝説,"￥6,900","￥7,000代",0,64
1996-04-12,-,4,ETC,アスキー,音楽ツクールかなでーる,"￥9,980","￥10,000代",0,512
1996-04-12,-,9,RPG,エニックス,魔法陣グルグル2,"￥8,000","￥8,000代",0,64
1996-04-19,-,7,RPG,J・ウイング,蓬莱学園の冒険!転校生スクランブル,"￥7,980","￥8,000代",0,64
1996-04-26,-,10,ACT,カプコン,トイ・ストーリー,"￥7,500","￥7,500代",0,0
1996-04-26,-,7,ACT,ハドソン,スーパーボンバーマン4,"￥7,777","￥8,000代",36,0
1996-04-26,-,7,ETC,ナグザット,Jumpin'Derby(ジャンピンダービー),"￥9,800","￥10,000代",0,256
1996-04-26,-,4,ETC,日本物産,スーパー競艇2,"￥8,500","￥8,500代",0,64
1996-04-26,-,4,ETC,POW,一発逆転!!競馬・競輪・競艇,"￥9,800","￥10,000代",0,64
1996-04-26,-,7,SPT,エポック社,Jリーグエキサイトステージ'96,"￥7,980","￥8,000代",0,64
1996-04-26,-,9,TAB,ショウエイシステム,HEIWAパチンコワールド3,"￥7,800","￥8,000代",0,16
1996-04-26,-,4,TAB,日本テレネット,Parlor!Mini(パーラーミニ),"￥4,900","￥5,000代",0,0
1996-05-14,-,10,SLG,任天堂,ファイアーエムブレム聖戦の系譜,"￥7,500","￥7,500代",43,64
1996-05-24,-,7,PUZ,バンプレスト,すーぱーぐっすんおよよ2,"￥7,800","￥8,000代",0,16
1996-05-24,-,9,RPG,スクウェア,トレジャーハンターG,"￥7,900","￥8,000代",0,64
1996-05-24,-,9,RPG,パイオニアLDC,ごきんじょ冒険隊,"￥7,980","￥8,000代",0,16
1996-05-31,-,4,ACT,ユタカ,すぱぽーんDX,"￥5,800","￥6,000代",0,0
1996-05-31,-,9,ETC,アスキー,サウンドノベルツクール,"￥8,200","￥8,000代",0,512
1996-05-31,-,9,RPG,エニックス,ダークハーフ,"￥8,000","￥8,000代",0,64
1996-05-31,-,7,SPT,キングレコード,フィッシング甲子園,"￥9,800","￥10,000代",0,64
1996-06-01,-,8,SPT,ハドソン,Jリーグ'96ドリームスタジアム,"￥7,980","￥8,000代",0,512
1996-06-14,-,9,RPG,タカラ,アラビアンナイト砂漠の精霊王,"￥7,800","￥8,000代",0,64
1996-06-14,-,10,SLG,アスキー,ベストショットプロゴルフ,"￥8,200","￥8,000代",0,64
1996-06-28,-,6,ACT,バンダイ,スーファミターボ専用SDウルトラバトルウルトラマン伝説,"￥3,980","￥4,000代",0,16
1996-06-28,-,6,ACT,バンダイ,スーファミターボ専用SDウルトラバトルセブン伝説,"￥3,980","￥4,000代",0,16
1996-06-28,-,6,ACT,バンダイ,スーファミターボ専用ぽいぽい忍者ワールド,"￥3,980","￥4,000代",0,64
1996-06-28,-,1,ETC,バンダイ,スーファミターボ,"￥3,980","￥4,000代",0,0
1996-06-28,-,2,PUZ,カルチャーブレーン,パズル忍たま乱太郎忍術学園パズル大会の段,"￥6,980","￥7,000代",0,0
1996-06-28,-,6,PUZ,コンパイル,す～ぱ～なぞぷよ通ルルーの鉄腕繁盛記,"￥9,800","￥10,000代",0,64
1996-06-28,-,6,RPG,バンダイ,空想科学世界ガリバーボーイ,"￥7,800","￥8,000代",0,64
1996-06-28,-,10,RPG,バンプレスト,トラバース,"￥7,800","￥8,000代",0,64
1996-06-28,-,7,TAB,ケイエスエス,西陣パチンコ物語2,"￥10,800","￥11,000代",0,0
1996-06-28,-,4,TAB,日本テレネット,Parlor!Mini2(パーラーミニ2),"￥4,900","￥5,000代",0,0
1996-07-19,-,12,RPG,エニックス,スターオーシャン,"￥8,500","￥8,500代",0,64
1996-07-19,-,9,SPT,コナミ,実況パワフルプロ野球'96開幕版,"￥7,500","￥7,500代",0,64
1996-07-19,-,7,SPT,パック・イン・ビデオ,海のぬし釣り,"￥7,800","￥8,000代",0,64
